PROGRAM,CGPA_AKHIR,POSTKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
BM229,3.49,93150,100,N,P,I,5,7,3.42,LULUS,TM
BM232,2.93,93150,1005,N,P,K,6,2,2.83,LULUS,TS
LG221,3.17,93050,1005,N,L,K,0,3,2.42,LULUS,TS
OM224,3.39,93050,100,N,L,I,1,1,2.42,LULUS,TS
AM228,3.2,93050,1004,N,P,K,1,3,2.92,LULUS,TM
AM228,2.74,93050,100,N,L,I,1,2,2.75,LULUS,TM
BM226,1.76,93050,100,N,L,I,1,3,2.5,GAGAL,D1
MC223,3.16,93050,100,N,P,I,2,3,2.75,LULUS,TM
IM221,3.4,93050,100,N,L,I,2,1,2.92,LULUS,TS
IM221,2.84,93050,100,N,P,I,2,1,2.83,LULUS,TM
IM220,2.94,93050,1002,N,P,I,3,6,2.42,LULUS,TS
OM224,2.99,93050,100,N,P,I,3,4,2.33,LULUS,TS
OM221,2.67,93050,100,N,P,I,3,8,2.25,LULUS,TM
OM221,2.5,93050,100,N,L,I,3,4,2.67,LULUS,TM
SR223,2.67,93050,100,N,L,I,3,1,2.08,LULUS,TS
LG221,3.2,93050,100,N,P,I,3,2,2.42,LULUS,TM
BM223,2.68,93050,100,N,P,I,3,1,2.5,LULUS,TM
OM224,3.04,93050,100,N,P,I,3,4,2.83,LULUS,TM
IM220,2.9,93050,100,N,P,I,4,1,2.92,LULUS,TM
MC226,2.7,93050,100,N,P,I,4,1,2.5,LULUS,TM
OM221,2.89,93050,100,N,L,I,4,3,2.17,LULUS,TM
HM220,3.3,93050,100,N,P,I,4,2,3.8,LULUS,TM
BM222,3.01,93050,100,N,P,I,4,3,2.33,LULUS,TM
BM232,3.11,93050,1004,N,P,K,4,5,2.58,LULUS,TS
OM221,2.57,93050,100,N,P,I,4,2,3.5,LULUS,TM
AM228,2.69,93050,1001,N,P,I,4,5,2.58,LULUS,TM
OM221,2.82,93050,100,N,P,I,4,4,2.25,LULUS,TM
IM220,2.79,93050,100,N,P,I,4,2,2.58,LULUS,TM
AM228,3.08,93050,100,N,L,I,4,5,2.83,LULUS,TM
OM224,3.25,93050,100,N,L,I,5,5,2.5,LULUS,TS
BM222,3.47,93050,1005,N,P,K,5,1,2.42,LULUS,TM
IM220,2.87,93050,100,N,P,I,5,2,2.58,LULUS,TS
BM220,2.49,93050,100,N,P,I,5,2,2.67,LULUS,TM
BM220,3.04,93050,100,N,P,I,5,3,2.5,LULUS,TM
HM221,2.89,93050,100,N,L,I,5,6,2.75,LULUS,TM
AD228,3.36,93050,100,N,P,I,5,1,2.08,LULUS,TS
OM222,3.77,93050,100,N,P,I,6,5,2.75,LULUS,TS
AM228,3.26,93050,100,N,L,I,6,1,3.8,LULUS,TS
BM223,3.28,93050,1004,N,P,K,6,1,3.25,LULUS,TM
BM230,3.1,93050,100,N,L,I,6,1,2.92,LULUS,TS
OM221,2.75,93050,100,N,P,I,6,3,2.58,LULUS,TM
BM220,2.62,93050,100,N,L,I,6,1,2.33,LULUS,TM
BM229,3.01,93050,100,N,L,I,6,3,2.58,LULUS,TM
AD221,3.07,93050,7,N,L,K,6,4,2.17,LULUS,TM
AM228,3.25,93050,100,N,P,I,6,2,3,LULUS,TS
BM223,2.61,93050,100,N,L,I,7,4,2.33,LULUS,TM
BM224,3.1,93050,100,N,P,I,7,4,2.83,LULUS,TM
BM220,3.75,93050,100,N,P,I,8,4,2.84,LULUS,ANC
BM220,2.99,93040,1004,N,P,K,8,3,2.67,LULUS,TM
BM223,2.77,93000,1005,N,P,K,3,1,2.75,LULUS,TM
IM225,3.16,93000,1007,N,P,K,8,1,2.75,LULUS,TS
OM223,3.79,91309,801,N,P,I,3,2,3.17,LULUS,ANC
BM250,0,91308,100,N,P,I,2,1,3.17,GAGAL,MD
BM220,2.83,91308,801,N,P,I,3,2,2.75,LULUS,TM
HM221,2.76,91308,100,N,P,I,4,5,2.67,LULUS,TM
IM225,3.53,91308,806,N,L,I,4,1,3.17,LULUS,TS
OM221,3.52,91308,801,N,L,I,6,2,2.33,LULUS,TS
IM225,1.89,91308,801,N,L,I,6,1,3,GAGAL,D4
BM223,1.37,91308,801,N,P,I,7,2,3.34,GAGAL,D4
BM220,2.77,91308,801,N,P,I,7,1,2.83,LULUS,TM
AS234,3.35,91308,801,N,L,I,7,6,2.42,LULUS,TM
AM228,3.14,91308,801,N,P,I,7,3,3.5,GAGAL,LU
BM230,1.71,91308,801,N,P,I,9,1,2.67,GAGAL,D1
OM223,3.48,91209,803,N,P,K,8,3,3.42,LULUS,TS
BM220,3.42,91207,801,N,P,I,7,5,2.84,LULUS,TM
AD223,2.99,91207,801,N,L,I,7,3,2.25,LULUS,TM
HM221,3.13,91150,100,N,L,I,3,7,2.67,LULUS,TM
OM221,3.57,91128,801,N,P,I,4,2,3.17,LULUS,TS
BM232,3.35,91126,907,N,P,I,6,2,2.67,LULUS,TS
BM230,3.16,91122,803,N,P,K,6,2,2.92,LULUS,TM
BM230,3.46,91122,101,N,L,I,6,2,3.33,LULUS,TS
AM228,1.72,91120,103,N,P,I,8,4,2.58,GAGAL,D4
MC221,2.15,91112,801,N,P,I,9,2,2.33,GAGAL,D4
BM230,3.13,91111,907,N,L,I,6,6,3.42,LULUS,TM
BM232,3.53,91110,801,N,P,I,6,2,3.9,LULUS,TM
AM228,3.05,91100,801,N,P,I,8,1,2.75,LULUS,TM
HM220,3.1,91044,103,N,L,I,3,4,3.33,LULUS,TM
IM220,3.53,91038,801,N,P,I,3,3,3.9,LULUS,TM
AP213,2.86,91038,101,N,L,I,3,2,3.67,LULUS,TM
OM221,3.26,91033,801,N,P,I,6,2,2.25,LULUS,TS
BM224,3.12,91029,100,N,P,I,9,6,2.75,LULUS,TM
BM230,2.97,91011,101,N,P,I,2,1,2.67,LULUS,TM
MC222,3.19,91010,803,N,L,I,6,3,2.33,LULUS,TM
BM230,3.1,91009,101,N,L,I,6,2,2.42,LULUS,TM
BM220,3.36,91008,928,N,P,I,4,2,2.67,LULUS,TM
BM230,3,91008,101,N,L,I,5,1,2.75,LULUS,TM
BM222,3.02,91008,100,N,P,I,6,3,2.92,LULUS,TM
AP230,3.03,91008,101,N,L,I,6,2,3.8,LULUS,TM
BM230,3.05,91007,101,N,P,I,2,1,3.34,LULUS,TM
LG220,2.03,91007,700,N,L,I,2,1,2.33,GAGAL,LU
BM230,3.42,91007,101,N,P,I,5,1,3.9,LULUS,TM
IM220,3.42,91007,101,N,P,I,6,1,3,LULUS,TS
OM221,3.34,91007,100,N,P,I,9,4,2.17,LULUS,TM
BM230,3.43,91000,801,N,L,I,3,4,2.83,LULUS,TS
SR223,2.75,91000,100,N,L,I,3,3,2.75,LULUS,TM
CT223,3.28,91000,801,N,P,I,3,1,3,LULUS,TS
AM228,2.63,91000,103,N,P,I,3,3,2.58,LULUS,TM
BM220,3.6,91000,101,N,P,I,3,1,2.67,LULUS,TM
MC223,3.17,91000,101,N,P,I,3,9,2.58,LULUS,TM
AM228,3.33,91000,101,N,P,I,3,2,3,LULUS,TS
CT223,3.08,91000,101,N,L,I,4,2,2,LULUS,TM
BM220,3.45,91000,101,N,P,I,4,2,2.75,LULUS,TM
BM223,3.05,91000,801,N,P,I,4,1,3.33,LULUS,TM
OM224,3.62,91000,806,N,L,I,5,2,3.25,LULUS,TS
BM220,3.1,91000,100,N,L,I,5,4,3,LULUS,TM
AM228,2.82,91000,1004,N,P,I,5,5,3.33,LULUS,TM
OM224,2.97,91000,100,N,P,I,6,6,2.34,LULUS,TS
IM227,2.7,91000,801,N,P,I,6,3,2.58,LULUS,TS
IM220,2.91,91000,101,N,P,I,7,2,3,LULUS,TM
BM230,2.76,91000,101,N,P,I,8,2,2.75,LULUS,TM
AM228,3.42,90733,905,N,L,I,5,2,3.17,LULUS,TM
OM224,2.92,90722,104,N,P,I,7,1,2.5,LULUS,TM
BM220,3,90715,802,N,P,I,9,3,2.67,LULUS,TM
BM220,2.62,90714,100,N,P,I,2,4,2.42,LULUS,TM
AP229,2.86,90712,101,N,P,I,4,2,2.58,LULUS,TM
OM221,3.04,90703,101,N,P,I,3,1,2.5,LULUS,TM
MC228,2.8,90702,904,N,L,I,6,4,2.42,LULUS,TM
MU221,1.73,90700,922,N,L,K,6,2,2.17,GAGAL,D1
IM225,3,90500,904,N,P,I,2,3,2.84,LULUS,TS
BM224,2.58,90500,101,N,P,I,3,1,2.83,LULUS,TM
HM220,2.76,90500,101,N,L,I,8,2,2.92,LULUS,TM
BM221,2.85,90400,806,N,P,I,6,4,2.67,LULUS,TM
BM224,2.93,90307,101,N,L,I,2,3,2.34,LULUS,TM
HM225,3.08,90307,101,N,P,I,5,2,2.75,LULUS,TM
IM220,3.13,90200,100,N,L,I,4,1,2.59,LULUS,TM
AD226,2.84,90200,803,N,P,I,5,3,2.75,LULUS,TM
AM228,2.93,90200,922,N,P,I,5,3,2.67,LULUS,TM
AM228,3.11,90200,101,N,P,I,7,2,2.84,LULUS,TM
BM220,3.03,90200,101,N,P,I,7,1,2.5,LULUS,TM
BM232,3.07,90200,922,N,P,I,9,1,2.42,LULUS,TM
LG221,2.93,90108,922,N,L,I,7,3,2.5,LULUS,TM
AM228,3.21,90107,922,N,P,K,4,2,3.42,LULUS,TM
HM221,2.86,90107,921,N,P,K,4,2,2.67,LULUS,TM
HM221,2.7,90107,803,N,P,K,5,2,3,LULUS,TM
MU220,3.12,90107,803,N,L,K,5,4,2.5,LULUS,TM
AM228,3.06,90107,922,N,P,I,6,4,3.25,LULUS,TM
HM222,2.93,90107,803,N,P,K,8,2,2.5,LULUS,TM
BM232,3.05,90107,922,N,L,I,9,3,2.84,LULUS,TM
IM220,2.91,90009,100,N,P,I,0,0,2.33,LULUS,TM
BM220,3.48,90009,806,N,P,I,2,1,3,LULUS,TM
LG220,3.53,90009,922,N,P,I,6,2,3.75,LULUS,TM
BM224,0,90000,803,N,P,I,0,1,2.75,GAGAL,GT
BM220,3.17,90000,803,N,P,K,2,3,3,LULUS,TM
SR223,2.8,90000,801,N,P,I,3,2,2.59,LULUS,TM
OM221,2.92,90000,922,N,P,I,3,3,3,LULUS,TM
BM220,1.71,90000,101,N,L,I,3,1,2.5,GAGAL,D1
BM220,3.48,90000,101,N,P,I,3,2,2.75,LULUS,TM
BM230,2.93,90000,801,N,P,I,3,2,2.75,LULUS,TM
HM220,2.72,90000,803,N,P,K,3,3,2.75,LULUS,TM
MC222,3.28,90000,922,N,P,I,3,3,2.58,GAGAL,LU
SR223,3.07,90000,904,N,P,I,4,3,3,LULUS,TS
AM228,1.95,90000,922,N,L,I,4,3,3.17,GAGAL,P1
AP230,2.98,90000,909,N,P,I,4,5,2.59,LULUS,TM
BM220,2.89,90000,100,N,L,I,4,1,2.84,LULUS,TM
BM220,2.89,90000,922,N,P,I,5,3,2.83,LULUS,TM
BM220,3.12,90000,803,N,L,K,5,4,2.67,LULUS,TM
BM222,2.98,90000,922,N,L,I,5,2,2.58,LULUS,TM
IM220,2.87,90000,803,N,P,K,5,2,2.92,LULUS,TM
HM225,2.91,90000,802,N,P,I,5,3,2.5,LULUS,TM
LG221,3.12,90000,104,N,P,I,5,3,2.67,LULUS,TS
LG220,3.35,90000,803,N,P,K,5,5,2.25,LULUS,TS
BM230,2.84,90000,803,R,P,K,5,3,2.59,LULUS,TM
HM221,3.06,90000,905,N,P,I,6,1,3.17,LULUS,TM
HM221,3.04,90000,801,N,L,I,6,3,2.75,LULUS,TM
HM221,3.26,90000,801,N,P,I,6,1,2.84,LULUS,TM
BM234,0,90000,806,N,P,I,6,1,2.92,GAGAL,GT
BM232,2.85,90000,922,N,P,I,6,2,2.67,LULUS,TS
AM228,3.26,90000,806,N,P,I,7,2,2.92,LULUS,TM
BM224,2.66,90000,806,N,P,I,7,1,2.75,LULUS,TM
AP220,1.66,89957,20,N,L,K,4,2,2.58,GAGAL,D1
OM223,3.61,89909,803,N,P,K,3,4,3.5,LULUS,TS
BM220,3.02,89909,802,N,P,K,5,3,2.5,LULUS,TM
LG221,3.13,89908,804,N,P,M,0,0,2.5,LULUS,TS
AD228,3,89908,804,N,P,I,2,1,2.25,LULUS,TM
AP229,3,89908,911,N,P,K,3,3,2.5,LULUS,TM
OM223,2.8,89908,804,N,P,M,5,3,2.33,LULUS,TM
BM232,2.53,89908,802,N,P,L,5,1,2.67,LULUS,TM
SR221,3.42,89907,801,N,P,I,6,2,2.25,LULUS,TM
BM230,3.22,89859,805,N,P,K,4,6,2.5,LULUS,TM
HM222,3.41,89859,802,N,P,K,8,3,2.67,LULUS,TS
BM230,1.56,89808,801,N,P,I,2,1,2.33,GAGAL,D1
OM221,2.77,89808,902,N,P,I,6,5,2.59,LULUS,TM
BM225,0.28,89808,803,N,L,K,7,5,2.75,GAGAL,MD
SR223,2.96,89808,902,N,P,I,7,6,3.9,LULUS,TM
BM224,2.63,89807,803,N,L,I,2,2,2.75,LULUS,TM
BM220,2.91,89807,902,N,P,I,3,2,2.42,LULUS,TM
BM224,3,89807,100,N,L,I,3,7,2.5,LULUS,TM
OM223,2.75,89807,802,N,P,K,5,1,2.59,LULUS,TS
OM221,3.43,89807,4,N,L,I,6,1,3,LULUS,TS
OM223,0,89806,1101,N,P,I,5,6,2.75,GAGAL,MD
HM221,3.01,89800,902,N,P,I,3,2,2.67,LULUS,TM
BM222,2.69,89800,904,N,P,I,4,4,2.67,LULUS,TM
BM232,3.26,89747,801,N,P,I,2,1,2.42,LULUS,TS
BM235,3.06,89740,803,N,P,K,3,1,3.17,LULUS,TS
AM228,3.09,89728,904,N,P,I,7,4,2.83,LULUS,TS
IM224,3.05,89727,904,N,L,I,4,2,2.92,LULUS,TS
BM220,3.23,89700,802,N,P,K,5,1,2.67,LULUS,TM
AD221,2.99,89657,802,N,L,L,3,2,2.92,LULUS,TM
SR221,2.95,89657,802,N,P,M,4,3,2.08,LULUS,TM
HM221,3.09,89657,803,N,P,K,4,5,2.58,LULUS,TM
SR223,2.85,89657,9,N,P,K,6,1,2.75,LULUS,TM
HM221,2.94,89657,802,N,P,L,6,1,2.75,GAGAL,LU
AD221,3.08,89657,802,N,L,L,8,5,2.59,LULUS,TM
BM220,3.03,89657,802,N,L,K,9,1,2.67,LULUS,TM
HM221,2.61,89650,802,N,P,K,2,2,2.58,LULUS,TM
BM220,2.52,89608,902,N,L,I,2,2,2.58,LULUS,TM
ED222,3.6,89608,803,N,P,K,3,3,2.75,LULUS,TS
IM220,2.86,89608,904,N,P,I,5,3,2.59,LULUS,TM
BM232,2.79,89608,904,N,P,I,5,3,2.58,LULUS,TM
IM220,2.74,89608,1005,N,P,I,5,6,2.33,LULUS,TM
HM241,0,89608,803,N,P,K,7,2,3.08,GAGAL,MD
BM222,2.65,89607,803,N,P,K,4,2,2.34,LULUS,TM
BM220,2.78,89600,100,N,P,I,1,2,2.67,LULUS,TM
MU222,0,89600,803,N,P,K,3,4,3.67,GAGAL,MD
BM220,3.39,89600,101,N,P,I,5,3,2.67,LULUS,TM
AP230,2.86,89600,909,N,L,I,5,1,2.25,LULUS,TM
BM224,3.04,89600,801,N,P,I,7,6,2.67,LULUS,TM
BM226,3.12,89507,100,N,P,I,7,2,3.9,LULUS,TM
IM224,3.19,89500,100,N,P,I,4,7,2.83,LULUS,TS
AM228,0,89500,803,N,L,K,5,4,2.17,GAGAL,MD
BM226,3.1,89458,801,N,L,I,7,4,3.17,LULUS,TM
AP229,0,89400,100,N,P,I,4,6,3.5,GAGAL,MD
BM242,0,89357,801,N,L,I,2,1,2.5,GAGAL,MD
SR223,2.76,89357,802,N,L,I,4,5,2.33,LULUS,TM
HM225,2.88,89357,802,N,L,K,5,2,2.67,LULUS,TM
AM228,2.6,89357,922,N,P,I,9,3,2.92,LULUS,TM
AP225,3.22,89308,802,N,L,K,1,2,2.67,LULUS,TM
IM220,2.89,89308,802,N,L,I,4,2,3.17,LULUS,TM
SR221,3.43,89308,100,N,L,I,4,5,3.17,LULUS,TM
AP246,0,89308,802,N,P,I,5,1,3.25,GAGAL,MD
IM227,3.12,89308,802,N,P,I,6,2,2.33,LULUS,TS
OM221,2.89,89308,802,N,P,I,7,5,2.83,LULUS,TS
IS220,0,89308,802,N,P,I,7,1,2.58,GAGAL,GT
BM230,2.97,89308,803,N,L,K,7,4,2.67,LULUS,TM
HM221,2.92,89308,802,N,P,K,8,2,2.67,LULUS,TM
BM220,2.67,89308,802,N,P,K,8,1,2.58,LULUS,TM
HM221,2.95,89308,802,N,P,I,8,4,2.83,LULUS,TM
HM221,2.88,89308,802,N,P,K,9,1,2.92,LULUS,TM
HM220,3.29,89300,802,N,L,K,3,1,3,LULUS,TM
SR223,2.66,89300,802,N,P,L,7,2,2.83,LULUS,TM
BM223,0,89300,802,N,P,I,8,4,2.5,GAGAL,GT
BM216,2.57,89300,802,N,P,K,8,1,2.84,LULUS,TM
IM221,3.43,89300,803,N,P,K,9,1,3.09,LULUS,TM
HM241,1.65,89300,802,N,P,K,9,4,2.5,GAGAL,D1
BM220,2.81,89257,802,N,P,K,1,2,2.67,LULUS,TM
HM221,2.89,89257,802,N,L,K,2,1,2.59,LULUS,TM
BM231,3.07,89257,803,N,P,K,3,2,2.75,LULUS,TM
IM224,3.2,89257,802,N,P,L,4,1,3,LULUS,TS
BM222,2.96,89257,803,N,P,K,4,5,3.67,LULUS,TM
HM220,3.27,89257,802,N,P,K,6,4,2.83,LULUS,TM
LG240,0,89257,802,N,L,K,6,2,2.75,GAGAL,MD
LG221,2.78,89257,803,N,P,K,8,2,2.25,LULUS,TM
HM221,2.69,89250,802,N,P,K,5,4,2.5,LULUS,TM
HM221,2.67,89208,801,N,P,I,0,3,2.58,LULUS,TM
BM223,3.25,89208,101,N,P,I,1,1,2.5,LULUS,TM
BM220,3.39,89208,801,N,P,I,1,3,2.58,LULUS,TM
BM230,2.85,89208,801,N,P,I,4,3,2.83,LULUS,TM
BM222,2.21,89208,802,N,L,I,4,3,2.67,GAGAL,LU
BM220,0,89208,801,N,P,I,6,2,2.67,GAGAL,MD
AM228,3,89208,801,N,P,I,6,1,2.75,LULUS,TM
HM221,3.23,89208,802,N,P,K,6,2,3.42,LULUS,TM
HM220,3.42,89208,803,N,P,K,8,4,2.92,LULUS,TS
BM222,2.77,89208,804,N,P,I,8,3,2.42,LULUS,TM
MC222,3.4,89200,802,N,P,K,2,4,2.42,LULUS,TM
HM220,3.33,89158,802,N,P,L,2,2,2.75,LULUS,TM
SR221,3.18,89158,801,N,P,I,3,2,2.75,LULUS,TM
AM228,3.2,89158,802,N,P,K,3,2,2.5,LULUS,TS
AP230,3.23,89158,801,N,P,I,5,3,2.83,LULUS,TS
HM221,3.07,89158,802,N,P,K,9,2,2.92,LULUS,TM
IM225,3.12,89150,802,N,L,K,8,1,2.92,LULUS,TS
BM230,3.48,89108,801,N,P,I,4,2,3.17,LULUS,TM
IM225,3.21,89108,801,N,P,I,5,1,2.84,LULUS,TS
BM224,2.89,89108,803,N,P,K,5,1,2.42,LULUS,TM
BM223,2.99,89108,802,N,P,K,7,1,3.08,LULUS,TM
BM230,2.92,89108,803,N,P,L,8,2,2.5,LULUS,TM
OM221,3.58,89108,801,N,P,I,8,8,2.92,LULUS,TM
BM230,2.99,89107,802,N,L,K,4,2,2.42,LULUS,TM
BM220,2.81,89100,921,N,P,L,5,2,2.33,LULUS,TM
BM222,2.95,89058,906,N,P,I,2,1,2.83,LULUS,TM
IM223,3.19,89058,921,N,P,K,3,1,3.8,LULUS,TM
BM224,2.79,89058,922,N,P,I,3,2,2.75,LULUS,TM
HM225,2.95,89058,802,N,P,K,4,2,2.92,LULUS,TM
BM223,3.02,89058,921,N,P,K,5,1,3.25,LULUS,TM
AM228,2.72,89058,921,N,L,L,5,5,2.92,LULUS,TM
AM228,2.98,89058,904,N,P,I,6,4,3,LULUS,TM
IM225,3.09,89058,921,N,P,L,6,2,3,LULUS,TS
IM227,3.1,89058,921,N,L,K,6,4,3.33,LULUS,TS
AM228,3.27,89058,921,N,P,K,6,4,2.5,LULUS,TS
SR223,0,89057,921,N,L,K,5,7,2.34,GAGAL,MD
IM225,3.3,89057,922,N,P,I,6,5,2.83,LULUS,TS
AM228,3.15,89057,801,N,L,I,7,1,3.84,LULUS,TM
BM230,3.31,89050,921,N,L,I,5,2,2.83,LULUS,TM
MC222,3.12,89008,803,N,P,K,1,6,3,LULUS,TS
LG221,3.25,89008,802,N,L,K,2,1,2.59,LULUS,TS
OM221,1.69,89008,804,N,P,K,2,1,2.5,GAGAL,D1
ED222,3.22,89008,802,N,L,K,2,2,2.75,LULUS,TM
BM221,3.26,89008,802,N,P,K,3,2,2.83,LULUS,TM
SR223,2.97,89008,802,N,P,K,3,1,3,LULUS,TM
AC220,3.16,89008,101,N,P,I,5,2,3.84,LULUS,TM
AM228,2.79,89008,802,N,P,K,5,1,3,LULUS,TM
LG221,2.88,89008,802,N,L,I,5,1,2.8,LULUS,TS
BM230,1.67,89008,921,N,P,K,5,3,2.67,GAGAL,D1
BM220,2.79,89008,802,N,P,K,5,1,2.75,LULUS,TM
SR221,3.29,89008,802,N,P,I,7,4,2.42,LULUS,TM
BM230,3.01,89008,803,N,P,K,7,4,2.59,LULUS,TM
IM220,2.87,89008,804,N,P,I,8,2,2.84,LULUS,TM
BM220,3.03,89008,802,N,P,I,8,1,2.67,LULUS,TM
CT226,3.32,89008,802,N,P,K,8,2,3.25,LULUS,TS
AD228,3.11,89008,802,N,P,I,8,1,2.67,LULUS,TM
BM223,3.68,89008,104,N,P,I,8,5,3.17,LULUS,ANC
BM220,3.06,89007,104,N,P,I,2,3,2.67,LULUS,TM
BM220,2.83,89007,802,N,P,K,3,1,2.42,LULUS,TM
BM230,3.23,89007,802,N,P,K,3,4,2.67,LULUS,TM
BM220,2.97,89007,803,N,P,K,3,2,2.42,LULUS,TM
AD221,2.26,89007,9,N,P,I,5,3,2,GAGAL,LU
SR223,2.98,89007,802,N,P,I,6,2,2.33,LULUS,TM
AM228,2.68,89007,802,N,L,I,8,1,3.9,LULUS,TM
AM228,2.86,89000,804,N,P,K,4,2,2.75,LULUS,TM
BM220,2.99,89000,803,N,P,I,6,2,2.5,LULUS,TM
AM228,3.19,88999,922,N,P,I,6,2,2.5,LULUS,TS
BM226,3.2,88999,803,R,P,I,9,5,3.17,LULUS,TM
OM222,3.83,88992,104,N,P,I,6,2,3.42,LULUS,ANC
OM221,2.87,88903,921,N,P,K,2,1,3.33,LULUS,TM
SR221,3.31,88858,804,N,P,K,3,3,2.42,LULUS,TM
AD221,3.09,88858,803,N,L,K,4,3,3,LULUS,TM
AM228,2.68,88856,802,N,L,K,3,3,3.08,LULUS,TM
BM230,1.61,88821,801,R,P,I,4,1,2.42,GAGAL,D1
HM221,2.8,88811,100,N,P,I,7,8,2.67,LULUS,TM
AM228,3.31,88810,803,N,L,K,8,2,3.8,LULUS,TS
AM228,3,88806,904,N,P,I,3,4,2.75,LULUS,TM
IM221,2.9,88801,802,N,L,K,1,2,2.34,LULUS,TM
OM222,3.35,88790,2,N,P,I,5,2,2.25,LULUS,TS
MC221,3.16,88725,803,N,P,K,4,2,2.67,LULUS,TM
BM223,3.16,88725,100,N,P,I,7,2,3,LULUS,TM
ED220,3.36,88700,100,N,P,I,8,8,3,LULUS,TM
BM222,2.91,88646,921,N,P,K,5,2,2.42,LULUS,TM
IM225,3.48,88604,904,N,P,I,4,6,2.5,LULUS,TS
AM228,3.63,88582,921,N,P,I,4,2,3.58,LULUS,ANC
OM223,3.17,88576,805,N,P,I,3,6,3.34,LULUS,TS
MC226,2.9,88560,100,N,P,I,0,5,2.5,LULUS,TM
OM222,1.11,88560,801,N,P,I,5,4,2.83,GAGAL,D1
IM220,3.06,88450,803,N,L,K,1,2,2.42,LULUS,TS
LG220,0,88450,803,N,P,K,1,4,3.25,GAGAL,MD
AM228,2.88,88450,802,N,L,K,1,2,3.9,LULUS,TM
AP224,1.84,88450,801,N,P,I,3,2,3.34,GAGAL,P1
MC221,3.47,88450,101,N,P,I,3,2,2.92,LULUS,TS
BM221,2.95,88450,921,N,P,K,3,1,2.67,LULUS,TM
OM223,3.33,88450,801,N,P,I,3,1,2.42,LULUS,TS
HM225,2.85,88450,801,C,L,I,3,2,2.67,LULUS,TM
OM221,3.61,88450,101,N,P,I,5,2,3,LULUS,TS
BM232,3.46,88450,803,N,L,I,5,1,2.83,LULUS,TS
MC222,2.99,88450,103,N,P,I,6,1,2.58,LULUS,TM
AD224,3.21,88450,803,N,L,K,6,6,2.25,LULUS,TS
BM221,3.2,88450,803,N,L,K,6,4,2.83,LULUS,TM
SR223,2.82,88450,802,N,P,I,6,7,2.42,LULUS,TS
AM228,2.94,88450,101,N,P,I,6,2,3.25,LULUS,TM
BM220,3.34,88450,803,N,P,K,6,8,2.83,LULUS,TM
BM220,3.35,88450,100,N,L,I,8,3,2.75,LULUS,TM
IM221,2.98,88400,902,N,P,I,6,4,3.33,LULUS,TM
BM232,3.68,88300,803,N,P,K,1,4,2.92,LULUS,ANC
IM221,3.25,88300,801,N,L,I,2,3,2.33,LULUS,TM
HM220,3.18,88200,100,N,P,I,1,2,3,LULUS,TS
IM244,0,88200,100,N,P,I,1,3,2.92,GAGAL,D1
BM220,3.36,88200,104,N,P,I,7,1,2.75,LULUS,TM
HM220,2.85,88200,802,N,P,K,9,1,3,LULUS,TM
IM221,3.19,88100,802,N,P,K,2,2,2.83,LULUS,TM
MC222,3.06,88100,801,N,P,I,2,4,3,LULUS,TM
MC221,3.11,88100,801,N,L,I,3,5,2.42,LULUS,TS
BM220,2.95,88100,1005,N,P,K,5,4,2.42,LULUS,TM
AD228,3.38,88100,803,N,P,K,5,3,2.42,LULUS,TM
OM222,3.43,88100,804,N,P,K,5,3,2.5,LULUS,TS
BM223,3.88,88100,802,N,P,K,8,3,3.8,LULUS,ANC
AP230,3.07,88000,802,N,L,L,6,1,3.8,LULUS,TM
BM226,3.39,88000,100,N,P,I,8,2,3.5,LULUS,TM
BM229,3.66,87031,904,N,P,I,6,3,3.58,LULUS,TM
LG221,3.2,87030,100,N,L,I,0,2,2.5,LULUS,TM
BM230,2.93,87025,100,N,P,I,5,5,2.58,LULUS,TM
BM220,2.77,87008,100,N,P,I,2,2,2.59,LULUS,TM
BM216,3,87008,100,N,P,I,4,9,3,LULUS,TM
HM221,2.78,87008,100,N,P,I,7,3,2.75,LULUS,TM
LG221,3.09,87007,904,N,L,I,2,2,2.17,LULUS,TS
OM224,3.13,87007,1003,N,P,I,8,3,2.67,LULUS,TS
AC220,3.24,87000,101,N,P,I,5,2,3.84,LULUS,TM
LG221,3.11,87000,803,N,P,K,6,3,3.25,LULUS,TM
BM229,3.36,86900,100,N,P,I,2,2,3.67,LULUS,TM
BM223,2.73,86900,100,N,P,I,3,2,3.42,LULUS,TM
AP230,2.63,86900,100,N,P,I,4,2,2.42,LULUS,TM
IM221,2.75,86900,100,N,P,I,5,2,2.92,LULUS,TS
AM228,0,86900,100,N,L,I,7,2,3.5,GAGAL,MD
IM226,3.15,86900,100,N,P,I,8,1,2.42,LULUS,TS
HM222,3.21,86810,100,N,L,I,1,2,2.59,LULUS,TM
AD226,3.14,86810,100,N,L,I,1,2,2.33,LULUS,TM
OM221,2.92,86810,100,N,P,I,2,3,2.83,LULUS,TM
AD225,3.31,86810,100,N,P,I,2,2,2.8,LULUS,TM
BM224,2.54,86810,100,N,L,I,3,2,2.84,GAGAL,LU
IM222,3.17,86810,100,R,P,I,5,2,2.67,LULUS,TS
HM222,3.26,86810,100,N,P,I,5,2,2.92,LULUS,TM
MC224,3.17,86810,100,N,L,I,6,4,2.67,LULUS,TM
