PROGRAM,CGPA_AKHIR,POSTKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
BM230,3.25,31150,100,N,P,I,7,4,2.67,LULUS,TS
BM220,3.28,31150,100,N,P,I,8,2,2.75,LULUS,TM
BM229,2.83,31150,100,N,L,I,9,4,3.8,LULUS,TM
SR223,2.65,31120,100,N,L,I,8,3,2.5,LULUS,TM
CT225,3.29,31100,100,N,L,I,2,4,2.92,LULUS,TM
IM221,3.05,31100,1200,N,P,I,3,1,2.17,LULUS,TS
SR223,3.16,31100,100,N,L,I,3,4,2.58,LULUS,TS
BM220,2.55,31100,100,N,P,I,3,2,2.33,LULUS,TM
AP221,3.03,31100,100,N,L,I,4,3,3.5,LULUS,TM
IM223,3.41,31100,100,N,P,I,5,1,2.75,LULUS,TM
AD221,3,31100,100,N,L,I,5,3,2.58,LULUS,TM
SR223,2.46,31100,100,N,L,I,5,3,2.42,LULUS,TM
LG221,3.36,31100,100,N,L,I,5,3,2.92,LULUS,TS
AD221,2.92,31100,100,N,P,I,8,2,3.8,LULUS,TM
AM228,3.04,31100,100,N,P,I,8,2,3.25,LULUS,TM
OM221,3.14,31050,100,N,L,I,6,4,2.33,LULUS,TM
MC227,3.03,31000,100,N,P,I,2,3,2.17,LULUS,TM
BM223,3.14,31000,100,N,P,I,2,0,3.25,LULUS,TM
AD221,3.82,31000,100,N,P,I,2,4,2.83,LULUS,ANC
AP225,3.48,31000,100,N,L,I,3,4,3.33,LULUS,TS
IM224,1.75,31000,100,N,P,I,5,2,3.25,GAGAL,D4
BM223,3.01,31000,100,N,P,I,6,4,2.5,LULUS,TM
MU221,3.63,31000,100,N,L,I,7,5,3.34,LULUS,TS
HM220,3.48,31000,100,N,L,I,7,5,2.75,LULUS,TS
CT225,3.26,31000,100,N,P,I,7,3,2.17,LULUS,TM
IM224,3.22,31000,100,N,P,I,9,2,2.58,LULUS,TS
BM232,3.12,31000,100,N,L,I,9,7,2.58,LULUS,TS
IM221,3.28,30450,100,N,L,I,3,6,3,LULUS,TS
LG221,3.29,30450,100,N,P,I,3,5,2.17,LULUS,TS
IM220,3.53,30450,100,N,P,I,5,5,3,LULUS,TS
IM224,3.23,30100,100,N,P,I,2,2,3,LULUS,TS
AP230,2.99,30100,100,N,L,I,4,3,2.34,LULUS,TM
BM220,3.14,30020,100,N,P,I,2,2,2.67,LULUS,TM
AM228,2.63,30020,100,N,L,I,2,1,2.75,LULUS,TM
AD226,3.17,30020,100,N,L,I,2,1,2.42,LULUS,TM
OM222,3.01,30020,100,N,P,I,2,5,2.75,LULUS,TS
BM226,3.41,30020,100,N,P,I,3,2,3,LULUS,TM
CT224,2.97,30020,100,N,L,I,5,2,2.42,LULUS,TM
BM220,2.49,30020,100,N,L,I,5,3,2.42,GAGAL,D4
BM220,3.39,30020,100,N,P,I,6,3,2.67,LULUS,TM
LG221,3.1,30020,100,N,P,I,6,1,2.5,LULUS,TS
IM225,3.4,30020,100,N,P,I,7,2,3.17,LULUS,TS
BM224,2.62,30020,100,N,L,I,7,2,2.5,LULUS,TM
AP230,3.07,30020,100,N,P,I,8,4,2.42,LULUS,TM
CT226,3.35,30020,100,N,P,I,9,2,2.5,LULUS,TS
LG221,2.99,30010,100,N,P,I,5,2,2.5,LULUS,TM
IM220,2.76,30010,100,N,L,I,8,5,2.5,LULUS,TM
BM220,3.01,30010,100,N,P,I,9,7,2.92,LULUS,TM
AM228,2.89,28750,100,N,P,I,5,4,2.75,LULUS,TM
OM221,3.17,28740,100,N,P,I,3,2,2.33,LULUS,TM
OM224,2.9,28740,100,N,L,I,5,3,2.67,LULUS,TS
OM224,1.39,28740,100,N,P,I,6,2,2.58,GAGAL,D1
SR221,3.23,28740,100,N,L,I,8,2,2.75,LULUS,TS
OM221,3.1,28700,100,N,P,I,1,4,2.92,LULUS,TS
IM221,3.16,28700,100,N,P,I,2,3,3,LULUS,TS
AP230,2.73,28700,100,N,P,I,3,1,2.67,LULUS,TM
IM225,3.17,28700,100,N,P,I,3,4,2.92,LULUS,TS
OM221,3.73,28700,100,N,P,I,3,1,3.8,LULUS,ANC
HM220,2.91,28700,100,N,P,I,4,3,2.92,LULUS,TM
BM224,0,28700,100,N,L,I,5,3,2.59,GAGAL,MD
BM222,3.07,28700,100,N,L,I,5,5,2.75,LULUS,TM
BM229,2.92,28700,100,N,L,I,5,5,2.42,LULUS,TM
OM222,3.02,28700,100,N,P,I,7,3,2.5,LULUS,TM
OM221,3.19,28700,100,N,P,I,7,5,2.92,LULUS,TS
BM223,3.26,28700,100,N,P,I,7,5,3.33,LULUS,TM
AP230,1.75,28700,100,N,L,I,9,3,3.17,GAGAL,D1
OM221,3.6,28600,100,N,P,I,2,3,2.92,LULUS,TS
LG221,3.55,28600,100,N,P,I,3,3,3.17,LULUS,TS
AP230,2.95,28600,100,N,P,I,3,3,3.17,LULUS,TM
OM221,3.37,28600,100,N,P,I,4,2,2.67,LULUS,TS
AD225,0,28600,100,N,P,I,8,3,2.08,GAGAL,MD
SR221,2.56,28500,100,N,P,I,0,2,2.67,LULUS,TM
HM222,2.58,28500,100,N,P,I,3,1,2.75,GAGAL,MD
AP230,2.82,28500,100,N,P,I,3,1,2.67,LULUS,TM
OM221,2.77,28500,100,N,P,I,4,2,2.58,LULUS,TM
HM221,3.74,28500,100,N,P,I,4,2,3.9,LULUS,ANC
SR223,2.96,28500,100,N,P,I,5,3,2.75,LULUS,TM
CT225,2.93,28500,100,N,P,I,5,3,2.42,LULUS,TM
BM224,2.98,28500,100,N,P,I,5,3,2.59,LULUS,TM
SR221,2.91,28500,100,N,P,I,5,2,2.75,LULUS,TM
BM221,1.84,28500,100,N,P,I,7,1,2.42,GAGAL,D4
AM228,3.48,28500,100,N,P,I,7,1,2.75,LULUS,TS
OM221,2.78,28500,100,N,L,I,7,2,2.75,LULUS,TS
LG221,2.66,28500,100,N,L,I,8,3,2.25,LULUS,TM
BM224,2.82,28400,100,N,P,I,2,2,2.58,LULUS,TM
AM228,3.01,28400,100,N,L,I,2,4,3,LULUS,TM
IM221,3.6,28400,100,N,P,I,3,4,2.92,LULUS,TS
BM222,2.83,28400,100,N,P,I,3,1,2.5,LULUS,TM
BM223,3.52,28400,100,N,P,I,3,3,3.17,LULUS,TM
BM221,3.17,28400,100,N,P,I,4,2,3.17,LULUS,TM
BM220,3.38,28400,100,N,P,I,6,2,2.83,LULUS,TM
MC241,1.61,28400,100,N,P,I,8,4,2.33,GAGAL,D1
IM220,3.3,28400,100,N,P,I,8,4,2.83,LULUS,TS
IM226,2.93,28400,100,N,L,I,9,3,2.34,LULUS,TS
LG221,2.87,28380,100,N,L,I,3,4,2.08,LULUS,TS
BM220,1.75,28380,1200,N,L,5,6,2,2.8,GAGAL,D1
BM220,3.04,28380,100,N,P,I,7,3,2.5,LULUS,TM
BM222,2.93,28380,100,N,P,I,7,3,2.67,LULUS,TM
SR223,2.87,28380,100,N,L,I,9,2,3.9,LULUS,TM
AD228,3.34,28340,100,N,P,I,5,1,2.75,LULUS,TM
BM223,3.08,28330,100,N,P,I,1,2,2.42,LULUS,TM
BM220,3.06,28330,100,N,P,I,1,2,2.83,LULUS,TM
BM220,3,28330,100,N,P,I,2,3,3,LULUS,TM
AM228,3.12,28330,100,N,P,I,4,3,2.83,LULUS,TM
HM220,2.26,28330,100,N,P,I,4,2,2.92,GAGAL,LU
BM223,3.53,28330,100,N,P,I,6,3,3.42,LULUS,TM
BM230,3.35,28320,100,N,P,I,2,4,3.42,LULUS,TM
OM221,3.48,28320,100,N,P,I,8,1,2.67,LULUS,TS
SR221,3.1,28300,100,N,L,I,1,3,3.58,LULUS,TM
OM224,3.13,28300,100,N,P,I,2,2,2.75,LULUS,TM
AM228,2.75,28300,100,N,P,I,2,3,3.8,LULUS,TM
IM224,3.16,28300,100,N,L,I,3,2,2.75,LULUS,TS
AM228,3.09,28300,100,N,P,I,3,3,3.8,LULUS,TM
IM221,2.88,28300,100,N,L,I,3,2,2.42,LULUS,TM
SR241,1.77,28300,100,N,L,I,3,2,2.67,GAGAL,D1
BM222,2.68,28300,100,N,P,I,4,3,2.59,LULUS,TM
OM224,3.01,28300,100,N,L,I,4,2,2.75,LULUS,TS
BM245,1.27,28300,100,N,P,I,4,3,3.25,GAGAL,D1
AD224,1.58,28300,100,N,P,I,5,3,2.25,GAGAL,D1
BM220,3.28,28300,100,N,P,I,5,2,2.92,LULUS,TM
OM224,3.1,28300,100,N,P,I,6,3,2.5,LULUS,TM
BM223,2.9,28300,100,N,P,I,6,2,3.33,LULUS,TM
AD226,3.12,28300,100,N,P,I,6,3,2.25,LULUS,TM
IM226,3.47,28300,100,N,P,I,6,6,2.92,LULUS,TS
IM225,2.76,28300,100,N,P,I,7,2,2.75,LULUS,TS
AP228,0.21,28300,100,N,L,I,9,5,2.83,GAGAL,D1
SR223,3.51,28200,100,N,L,I,2,3,2.59,LULUS,TS
BM231,3.25,28200,100,N,P,I,2,3,2.75,LULUS,TM
AM228,2.73,28200,1200,N,L,5,2,2,3.25,LULUS,TM
OM221,3.13,28200,100,N,P,I,3,2,2.83,LULUS,TS
SR221,2.97,28200,100,N,P,I,4,2,2,LULUS,TM
AD224,3.24,28200,100,N,L,I,4,2,3,LULUS,TM
BM229,2.67,28200,100,N,L,I,5,1,3,LULUS,TM
HM222,2.84,28200,100,N,P,I,5,3,3.17,LULUS,TM
BM220,2.71,28200,100,N,P,I,6,3,2.5,LULUS,TM
AP220,1.69,28200,100,N,L,I,6,2,3.5,GAGAL,D2
SR221,3.12,28200,100,N,P,I,6,3,3.33,LULUS,TM
AM228,2.96,28200,100,N,P,I,6,2,2.92,LULUS,TM
BM232,3.34,28200,100,N,P,I,8,2,3,LULUS,TS
BM216,1.51,28100,100,N,L,I,5,2,2.83,GAGAL,D1
SR223,2.78,28100,100,N,P,I,5,2,2.58,LULUS,TM
OM221,3.07,28100,100,N,L,I,6,4,2.75,LULUS,TM
BM225,2.9,28100,100,N,P,I,7,2,2.92,LULUS,TM
IM223,2.92,28100,100,N,P,I,7,1,2.92,LULUS,TS
IM224,3.21,28050,100,N,P,I,1,2,3.42,LULUS,TS
HM225,2.99,28050,100,N,P,I,3,1,2.83,LULUS,TM
HM220,0,28050,100,N,L,I,3,4,2.5,GAGAL,MD
AD225,3.26,28050,100,N,P,I,5,3,3.25,LULUS,TS
HM221,2.93,28050,100,N,P,I,6,3,2.67,LULUS,TM
IM220,3.03,28050,100,N,P,I,7,3,3.25,LULUS,TS
OM221,3.04,28050,100,N,P,I,7,2,2.5,LULUS,TM
HM222,3.33,28030,100,N,P,I,2,3,3.25,LULUS,TS
HM222,3.08,28030,100,N,P,I,3,3,3.33,LULUS,TM
AD230,3.03,28030,100,N,P,I,3,2,2.59,LULUS,TM
HM222,2.85,28030,100,N,P,I,6,3,3.25,LULUS,TM
AD246,3.16,28030,100,N,P,I,6,3,3.08,GAGAL,LU
AP230,2.63,28030,100,N,L,I,9,2,3.25,LULUS,TM
SR221,2.32,28020,100,N,P,I,7,2,2.25,GAGAL,LU
BM223,3.33,28020,100,N,P,I,9,2,3.75,LULUS,TM
LG221,3.31,28010,100,N,P,I,7,2,2.5,LULUS,TS
AP243,0,28000,100,N,P,I,2,2,3.42,GAGAL,D1
BM232,3.2,28000,100,N,P,I,2,2,3.25,LULUS,TM
SR221,3.26,28000,100,N,P,I,3,3,2.42,LULUS,TS
CT225,3.35,28000,100,N,P,I,3,1,3.8,LULUS,TS
OM221,2.81,28000,100,N,L,I,3,2,3,LULUS,TS
SR221,2.72,28000,100,N,L,I,3,1,2.75,LULUS,TM
BM231,2.68,28000,100,N,P,I,3,2,2.75,LULUS,TM
HM222,3.28,28000,100,N,P,I,3,5,3.34,LULUS,TM
AP229,2.97,28000,100,N,P,I,3,3,2.25,LULUS,TM
AM228,3.39,28000,100,N,P,I,3,3,2.67,LULUS,TS
AD230,3.12,28000,100,N,P,I,3,2,2.25,LULUS,TM
SR221,3.45,28000,100,N,L,I,4,1,3.67,LULUS,TS
IM223,3.52,28000,100,N,P,I,4,3,3.5,LULUS,TS
IM244,3.04,28000,100,N,P,I,4,3,3.42,GAGAL,LU
OM221,1.63,28000,100,N,P,I,4,1,2.75,GAGAL,D1
OM221,3.27,28000,100,N,P,I,4,2,2.67,LULUS,TS
LG220,2.93,28000,100,N,L,I,4,5,2.67,LULUS,TM
SR223,2.8,28000,100,N,P,I,4,1,2.75,LULUS,TM
OM222,2.88,28000,100,N,P,I,5,3,2.75,LULUS,TS
AP225,3.06,28000,100,N,P,I,5,2,3.59,LULUS,TM
BM223,3.11,28000,100,N,P,I,5,3,3.25,LULUS,TM
BM224,2.01,28000,100,N,L,I,5,3,2.33,GAGAL,LU
CT226,3.2,28000,100,N,P,I,6,2,2.75,LULUS,TS
AM228,3.14,28000,100,N,L,I,6,7,2.75,LULUS,TM
BM232,3.17,28000,100,N,P,I,6,3,2.83,LULUS,TM
SR221,2.82,28000,100,N,L,I,6,2,2.84,LULUS,TM
OM222,2.51,28000,100,N,P,I,7,4,2.5,LULUS,TM
HM222,3.25,28000,100,N,P,I,7,3,3,LULUS,TS
OM221,3.7,28000,100,N,P,I,7,2,3.5,LULUS,ANC
BM223,2.86,28000,100,N,P,I,7,4,3.17,LULUS,TM
AP230,2.47,28000,100,N,P,I,7,2,2.5,LULUS,TM
BM220,3.01,28000,100,N,L,I,7,5,3.25,LULUS,TM
BM221,3.21,28000,100,N,P,I,8,1,2.75,LULUS,TM
IM227,3.09,28000,100,N,P,I,8,2,2.83,LULUS,TS
IM225,2.88,28000,100,N,L,I,8,3,2.75,LULUS,TS
LG221,2.88,28000,100,N,L,I,9,2,2.5,LULUS,TM
BM232,2.84,27660,100,N,P,I,4,2,2.59,LULUS,TS
BM223,2.95,27660,100,N,P,I,6,1,2.5,LULUS,TM
IM222,2.37,27650,100,N,P,I,2,3,2.5,GAGAL,D7
OM221,2.84,27650,100,N,L,I,2,2,2.17,LULUS,TM
SR221,1.72,27650,100,N,L,I,4,3,2.08,GAGAL,D2
AP228,0,27650,100,N,P,I,4,2,2.75,GAGAL,MD
LG221,2.94,27650,100,N,P,I,5,3,2.58,LULUS,TM
BM220,3.32,27610,100,N,P,I,3,4,3.17,LULUS,TM
BM223,1.38,27600,100,N,P,I,0,0,2.84,GAGAL,D1
BM222,2.53,27600,100,N,P,I,1,2,2.75,LULUS,TM
HM222,2.82,27600,100,N,P,I,1,4,2.58,LULUS,TM
AD224,1.16,27600,100,N,L,I,1,1,3,GAGAL,D1
AP229,1.09,27600,100,N,P,I,2,2,2.58,GAGAL,D1
BM230,3.2,27600,100,N,P,I,2,2,3.58,LULUS,TM
BM232,3,27600,100,N,P,I,2,1,2.67,LULUS,TS
IM224,3.08,27600,100,N,P,I,3,3,3,LULUS,TS
LG221,2.79,27600,100,N,P,I,4,1,2.5,LULUS,TS
BM220,3.18,27600,100,N,P,I,4,2,2.34,LULUS,TM
BM232,3.26,27600,100,N,P,I,4,2,2.92,LULUS,TS
OM223,3.09,27600,100,N,P,I,4,2,3.09,LULUS,TM
MC227,2.75,27600,100,N,P,I,4,5,2,LULUS,TM
BM232,3.01,27600,100,N,P,I,4,5,2.92,LULUS,TS
AD246,1.75,27600,100,N,P,I,4,2,2.25,GAGAL,D1
SR223,2.62,27600,100,N,P,I,5,2,2.5,LULUS,TM
IM226,3.4,27600,100,N,P,I,5,5,2.5,LULUS,TS
BM232,2.98,27600,100,N,P,I,6,4,2.83,LULUS,TS
BM220,2.95,27600,100,N,P,I,7,3,2.92,LULUS,TM
IM220,3.15,27600,100,N,P,I,8,2,3.5,LULUS,TS
BM216,1.02,27600,100,N,L,I,8,3,3,GAGAL,D1
BM230,3.02,27400,100,N,P,I,3,1,3.5,LULUS,TM
BM230,3.28,27400,100,N,P,I,4,2,3.42,LULUS,TM
AD246,0.94,27400,100,N,P,I,4,2,2.92,GAGAL,D1
AP230,2.85,27400,100,N,L,I,5,2,2.42,LULUS,TM
BM230,2.74,27400,100,N,P,I,6,3,3,LULUS,TM
MC228,3.16,27300,100,N,P,I,2,1,2.92,LULUS,TS
AD227,3.14,27210,100,N,L,I,4,5,2.42,LULUS,TS
AM228,2.86,27210,100,N,P,I,4,2,3.34,LULUS,TM
IM223,3.14,27210,100,N,L,I,8,2,2.75,LULUS,TM
BM222,2.58,27210,100,N,P,I,9,2,2.67,GAGAL,LU
AP220,0.25,27210,100,N,L,I,9,3,2.58,GAGAL,D1
IM220,3.15,27200,100,N,P,I,0,3,2.67,LULUS,TM
OM223,0,27200,100,N,P,I,1,3,2,GAGAL,GT
IS222,1.79,27200,100,N,L,I,1,2,2.59,GAGAL,D1
AD227,3.28,27200,100,R,P,I,2,2,3.8,LULUS,TM
AD222,3.36,27200,100,N,L,I,3,5,2.58,LULUS,TS
AD228,3.03,27200,100,N,P,I,3,2,2.92,GAGAL,GT
IM221,2.9,27200,100,N,P,I,3,4,2.67,LULUS,TM
CT226,3.12,27200,100,N,P,I,3,3,2.25,LULUS,TM
BM232,3.19,27200,100,N,P,I,3,2,2.92,LULUS,TM
BM244,1.02,27200,100,N,P,I,3,2,3.59,GAGAL,D1
IM222,2.63,27200,100,N,P,I,4,5,2.5,LULUS,TM
HM220,3.09,27200,100,N,P,I,4,3,2.75,LULUS,TS
HM220,3.09,27200,100,N,L,I,4,1,3.17,LULUS,TM
HM221,2.68,27200,100,N,L,I,4,2,3.42,LULUS,TM
BM224,3.28,27200,100,N,L,I,4,3,2.75,LULUS,TM
BM224,2.82,27200,100,N,L,I,4,2,2.67,LULUS,TM
BM223,3.3,27200,100,N,L,I,4,5,3.25,LULUS,TM
AM228,3.13,27200,100,N,P,I,5,2,2.92,LULUS,TM
AP229,2.94,27200,100,N,P,I,5,3,2.92,LULUS,TM
SR223,1.83,27200,100,N,P,I,5,1,2.5,GAGAL,P1
BM230,2.82,27200,100,N,P,I,5,4,3.17,LULUS,TM
HM222,2.99,27200,100,N,L,I,5,4,2.5,LULUS,TS
BM232,2.88,27200,100,N,L,I,5,3,2.5,LULUS,TS
OM222,2.1,27200,100,N,L,I,6,3,2.33,GAGAL,LU
BM222,2.78,27200,100,N,P,I,7,4,2.42,LULUS,TM
BM230,3.43,27200,100,N,L,I,7,2,3.25,LULUS,TM
BM221,2.99,27200,100,N,L,I,7,6,3,LULUS,TM
BM220,3.15,27200,100,N,P,I,7,2,3,LULUS,TM
AP224,2.78,27200,100,N,L,I,8,2,3.34,LULUS,TM
BM220,3.25,27200,100,N,P,I,9,3,2.75,LULUS,TM
LG221,2.93,27150,100,N,L,I,5,3,3,LULUS,TM
BM224,2.71,27100,100,N,L,I,4,3,2.67,LULUS,TM
HM221,2.99,27100,100,N,P,I,6,2,2.92,LULUS,TM
IM220,2.92,27100,100,N,L,I,7,4,2.67,LULUS,TM
AP230,2.63,27100,100,N,L,I,8,2,3,LULUS,TM
IM220,3.13,27090,100,N,P,I,1,1,2.75,LULUS,TM
BM230,2.59,27050,100,N,L,I,3,2,2.92,LULUS,TM
IM220,3.07,27050,100,N,P,I,6,1,2.83,LULUS,TM
AP230,3.05,27040,100,N,L,I,2,3,2.42,LULUS,TM
BM222,2.78,27040,100,N,L,I,5,1,2.58,LULUS,TM
SR221,1.14,27040,100,N,L,I,6,4,2.17,GAGAL,D1
OM221,3.44,27040,100,N,P,I,6,3,2.75,LULUS,TS
OM221,2.9,27040,100,N,P,I,8,3,2.42,LULUS,TS
BM223,3.34,27030,100,N,P,I,4,2,3.17,LULUS,TM
SR223,1.91,27030,100,N,L,I,5,3,2.42,GAGAL,D4
AP220,1.75,27030,100,N,P,I,7,2,2.75,GAGAL,D1
BM222,3.17,27030,100,N,P,I,10,2,2.5,LULUS,TM
LG221,3.03,27020,100,N,P,I,7,1,2.25,LULUS,TM
BM220,2.57,27000,100,N,L,I,1,2,2.58,LULUS,TM
OM221,3.25,27000,100,N,P,I,2,3,2.92,LULUS,TS
BM222,1.48,27000,100,N,P,I,2,3,2.75,GAGAL,D1
SR223,2.93,27000,100,N,L,I,2,2,2.9,LULUS,TM
IM222,3.18,27000,100,N,P,I,2,2,2.33,LULUS,TM
LG221,2.74,27000,100,N,P,I,2,3,2.67,LULUS,TM
IM221,2.79,27000,100,N,P,I,2,3,2.42,LULUS,TM
ED226,3.42,27000,100,N,P,I,3,6,2.92,LULUS,TM
BM220,3.22,27000,100,N,P,I,3,3,2.42,LULUS,TM
BM224,2.86,27000,100,N,P,I,3,2,2.42,LULUS,TM
IM224,3.36,27000,100,N,P,I,3,3,2.92,LULUS,TS
BM232,3.01,27000,100,N,P,I,4,4,2.84,LULUS,TS
BM220,2.79,27000,100,N,P,I,4,4,2.59,LULUS,TM
LG221,3.08,27000,100,N,P,I,4,2,2.33,LULUS,TM
OM221,3.38,27000,100,N,P,I,4,3,2,LULUS,TM
IM223,3.61,27000,100,N,P,I,4,7,3.8,LULUS,TS
BM223,3.41,27000,100,N,P,I,4,3,3.34,LULUS,TM
LG221,2.8,27000,100,N,P,I,4,6,2.5,LULUS,TM
IM220,2.53,27000,100,N,L,I,5,1,2.34,LULUS,TM
BM223,3.28,27000,100,N,P,I,5,2,3.17,LULUS,TM
BM220,2.98,27000,100,N,P,I,6,1,2.33,LULUS,TM
AM228,2.62,27000,100,N,P,I,6,5,2.92,LULUS,TM
AP230,2.75,27000,100,N,L,I,6,4,2.58,LULUS,TM
BM223,3.07,27000,100,N,P,I,6,3,3.25,LULUS,TM
HM221,2.99,27000,100,N,P,I,6,2,2.83,LULUS,TM
HM221,2.73,27000,1200,R,P,L,6,2,2.59,LULUS,TM
OM221,3.06,27000,100,N,P,I,6,2,2.92,LULUS,TS
BM229,3.5,27000,100,N,P,I,6,3,3.59,LULUS,TM
CT224,3.13,27000,100,N,P,I,6,7,2.33,LULUS,TM
BM230,2.95,27000,100,N,P,I,7,3,3,LULUS,TM
SR223,2.47,27000,100,N,L,I,7,3,2.17,LULUS,TM
OM221,2.7,27000,100,N,P,I,7,3,2.25,LULUS,TM
LG221,2.96,27000,100,N,P,I,7,2,2.75,LULUS,TS
AM228,3.1,27000,100,N,P,I,8,3,3.8,LULUS,TM
AM228,3.2,27000,100,N,P,I,8,3,3.33,LULUS,TM
AP230,2.82,27000,100,N,L,I,9,3,2.17,LULUS,TM
BM229,1.91,27000,100,N,P,I,9,3,3.25,GAGAL,P1
OM221,2.91,26900,100,N,P,I,2,3,2,LULUS,TS
CT226,2.41,26900,100,N,L,I,2,6,3.17,GAGAL,D4
BM223,3.04,26900,100,N,P,I,3,1,3.34,LULUS,TM
HM220,2.74,26900,100,N,P,I,4,2,2.75,LULUS,TM
IM220,3.31,26900,100,N,L,I,4,3,2.92,LULUS,TS
AP225,3.11,26900,100,N,P,I,6,2,3.42,LULUS,TM
LG221,1.51,26900,100,N,P,I,6,2,2.33,GAGAL,D1
AM228,3.08,26900,100,N,P,I,8,3,2.5,LULUS,TS
IM224,2.98,26820,100,N,P,I,1,2,3.8,LULUS,TS
IM220,3.25,26820,100,N,P,I,2,1,3,LULUS,TS
BM220,2.99,26820,100,N,P,I,5,2,2.92,LULUS,TM
HM220,2.7,26820,100,N,L,I,5,2,2.67,LULUS,TM
BM223,3.46,26820,100,N,P,I,5,1,3.34,LULUS,TM
IM223,2.78,26820,100,N,P,I,6,2,3,LULUS,TM
AM228,2.86,26820,100,N,P,I,6,1,2.67,LULUS,TM
HM225,2.9,26800,100,N,P,I,1,1,2.75,LULUS,TM
BM220,2.31,26800,100,N,L,I,3,2,2.75,GAGAL,LU
IM220,3.12,26800,100,N,P,I,3,1,2.67,LULUS,TM
OM221,3.28,26800,100,N,P,I,4,2,2.67,LULUS,TS
OM221,3.38,26800,100,N,P,I,4,2,2.92,LULUS,TS
IM220,3.57,26800,100,N,P,I,4,2,3.42,LULUS,TS
AM228,2.92,26800,100,N,P,I,4,2,3.42,LULUS,TM
BM230,3.06,26800,100,N,L,I,5,3,3.42,LULUS,TM
BM232,2.53,26800,100,N,P,I,5,4,2.5,LULUS,TS
BM224,2.93,26800,100,N,P,I,5,3,3.33,LULUS,TM
AM228,3.08,26800,100,N,P,I,6,4,3.25,LULUS,TM
BM220,2.42,26800,100,N,P,I,6,2,2.83,GAGAL,D4
BM224,3.34,26800,100,N,L,I,6,2,2.92,LULUS,TM
AM228,3.05,26800,1200,N,P,5,8,2,3.8,LULUS,TM
SR223,1.74,26800,100,N,L,I,8,3,2.34,GAGAL,D1
BM224,3.26,26800,100,N,P,I,9,3,2.5,LULUS,TM
OM221,3.32,26700,100,N,P,I,1,3,2.92,LULUS,TS
LG241,2.33,26700,100,N,P,I,1,3,2.08,GAGAL,MD
BM223,3.09,26700,100,C,P,I,3,2,3.42,LULUS,TM
IM224,3.22,26700,100,N,P,I,3,2,3,LULUS,TS
IM220,3.31,26700,100,N,P,I,4,2,2.92,LULUS,TM
MC221,2.93,26700,100,N,P,I,4,2,2.58,LULUS,TM
IM221,3,26700,100,N,L,I,4,2,2.5,LULUS,TM
OM223,3.03,26700,100,N,P,I,4,3,2.17,LULUS,TS
BM230,3.03,26700,100,N,L,I,4,4,3,LULUS,TM
OM224,3.01,26700,100,N,P,I,4,2,2.67,LULUS,TS
BM221,2.74,26700,100,N,P,I,4,2,2.42,LULUS,TM
OM221,2.85,26700,100,N,P,I,5,2,3,LULUS,TS
BM229,2.87,26700,100,N,P,I,5,6,2.5,LULUS,TM
BM220,2.8,26700,100,N,P,I,6,2,2.83,LULUS,TM
IM220,3.44,26700,100,R,P,I,7,3,3.9,LULUS,TS
AM228,0.43,26700,100,N,P,I,7,4,3.42,GAGAL,D1
OM222,3.01,26700,100,N,P,I,7,2,2.75,LULUS,TS
MC222,2.83,26700,100,N,P,I,8,3,2.58,LULUS,TS
OM224,3.3,26690,1200,N,L,L,1,2,2.5,LULUS,TS
LG221,2.64,26690,100,N,L,I,1,3,2.25,LULUS,TS
OM221,2.63,26690,100,N,P,I,2,2,3,LULUS,TM
BM220,2.95,26690,100,N,P,I,2,3,3.17,LULUS,TM
IM224,3.25,26690,100,N,P,I,2,4,3,LULUS,TS
AP221,3.19,26690,100,N,L,I,3,3,2.67,LULUS,TS
ED226,3.1,26690,100,N,L,I,3,3,3.17,LULUS,TM
OM221,3.06,26690,100,N,P,I,3,2,3.9,LULUS,TS
AM228,2.74,26690,100,N,P,I,3,3,3.25,LULUS,TM
HM225,3.17,26690,100,N,P,I,4,3,3.5,LULUS,TM
HM220,2.88,26690,100,N,P,I,4,3,2.84,LULUS,TM
BM220,3.09,26690,100,N,P,I,4,3,2.5,LULUS,TM
LG221,3.24,26690,100,N,L,I,5,3,3.5,LULUS,TS
MC224,2.89,26690,100,N,P,I,6,2,2.5,LULUS,TM
BM220,3.09,26690,100,N,P,I,6,3,2.67,LULUS,TM
OM221,3.08,26690,100,N,P,I,6,2,3,LULUS,TM
AP230,3.28,26690,100,N,P,I,8,3,3.42,LULUS,TM
OM221,2.71,26690,100,N,P,I,8,3,2.5,LULUS,TS
HM222,2.98,26690,700,N,P,I,9,2,2.5,LULUS,TS
BM220,3.05,26680,100,N,P,I,0,2,2.67,LULUS,TM
AD222,2.96,26680,1200,N,P,5,6,1,2.58,LULUS,TM
BM235,3,26680,100,N,P,I,6,3,3.42,LULUS,TS
BM220,3.24,26680,100,N,P,I,7,1,3.17,LULUS,TM
OM224,3.19,26660,100,N,L,I,5,3,2.58,LULUS,TS
AD224,1.76,26650,100,N,L,I,5,3,2.8,GAGAL,D4
HM221,3.01,26640,100,N,L,I,9,1,3.17,LULUS,TM
AD221,2.49,26630,100,N,P,I,3,3,2.34,GAGAL,LU
OM223,3.23,26620,100,N,P,I,8,2,3.33,LULUS,TS
