PROGRAM,CGPA_AKHIR,POSKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
AT220,1.79,21300,100,N,P,I,8,2,2.53,GAGAL,D1
BM222,3.32,84900,100,N,P,I,4,6,2.54,LULUS,TM
AT220,3.13,98200,1006,N,P,K,6,5,2.54,LULUS,TM
AT220,3.5,85000,100,N,P,I,7,3,2.54,LULUS,TM
AS229,2.79,26070,100,N,P,I,4,3,2.54,LULUS,TM
AT220,3.07,90701,921,N,L,I,3,3,2.54,LULUS,TM
HM225,3.31,43650,100,N,L,I,3,6,2.54,LULUS,TM
HM221,3.04,27200,100,N,P,I,4,3,2.54,LULUS,TM
AT220,2.63,91009,801,N,P,I,4,2,2.54,LULUS,TM
AS228,3.08,16150,100,N,L,I,4,3,2.54,LULUS,TM
AS234,2.95,21100,100,N,P,I,5,1,2.54,LULUS,TM
CS227,3.48,81900,100,N,P,I,3,1,2.54,LULUS,TM
BM220,3.64,83000,100,N,P,I,2,2,2.54,LULUS,TM
AP230,3.15,25200,100,N,P,I,3,8,2.54,LULUS,TM
AT220,3.24,17040,100,N,P,I,5,3,2.54,LULUS,TM
AS202,2.83,23100,100,N,P,I,4,1,2.54,LULUS,TM
BM222,2.6,48300,100,N,P,I,8,8,2.54,LULUS,TM
CS227,1.54,34100,100,N,L,I,8,7,2.54,GAGAL,D1
BM230,3.11,62250,100,N,P,I,6,6,2.54,LULUS,TM
CS223,3.51,45300,100,N,P,I,4,4,2.55,LULUS,TM
IM221,3.41,2600,303,N,P,I,4,2,2.55,LULUS,TS
CS227,3.05,84200,100,N,P,I,9,5,2.55,LULUS,TM
BM220,2.9,81700,100,N,P,I,3,3,2.55,LULUS,TM
IM225,3.79,26400,100,N,L,I,7,3,2.55,LULUS,ANC
BM221,3.58,11010,100,N,L,I,4,4,2.55,LULUS,TM
MC221,3.21,14000,100,N,P,I,7,3,2.55,LULUS,TS
CS230,2.78,47300,100,N,P,I,6,7,2.55,GAGAL,LU
AP227,3.26,81300,100,N,P,I,6,4,2.55,LULUS,TM
AS229,3.6,43000,100,N,L,I,7,6,2.55,LULUS,TS
BM220,3.29,6300,100,N,P,I,6,2,2.55,LULUS,TM
CS226,3.2,22020,100,N,P,I,7,3,2.55,LULUS,TM
AP230,3.11,31350,100,N,P,I,4,2,2.55,LULUS,TM
AD224,3.43,81700,100,N,P,I,4,3,2.55,LULUS,TS
BM229,3.17,34350,100,N,P,I,4,1,2.55,LULUS,TM
EM220,2.96,81700,100,N,L,I,6,3,2.55,LULUS,TM
BM222,1.62,31350,100,N,P,I,6,5,2.55,GAGAL,D1
BM230,1.71,48300,100,N,P,I,4,7,2.55,GAGAL,D5
IM227,2.99,8000,100,N,P,I,5,5,2.55,LULUS,TS
CS226,2.48,16600,100,N,L,I,5,6,2.55,LULUS,TM
AT220,2.79,30020,100,N,P,I,7,4,2.55,LULUS,TM
CS226,3.1,40000,100,N,P,I,5,7,2.55,LULUS,TM
AS232,2.79,21400,100,N,P,I,7,3,2.55,LULUS,TM
BM225,0,48000,100,N,L,I,6,5,2.55,GAGAL,MD
BM226,2.6,55100,100,N,P,I,7,3,2.55,LULUS,TM
CS226,1.58,85100,100,N,L,I,4,2,2.55,GAGAL,D1
EH221,2.81,21600,100,N,P,I,7,5,2.55,LULUS,TM
CS233,3.32,36200,100,N,L,I,1,2,2.55,LULUS,TM
BM220,2.6,48000,100,N,L,I,0,0,2.55,LULUS,TM
IM226,3.17,42300,100,N,P,I,5,4,2.55,LULUS,TS
IM225,3.6,17500,100,N,P,I,8,4,2.55,LULUS,TS
CS225,3.08,6400,100,N,L,I,4,3,2.55,LULUS,TM
BM234,3.42,21200,100,N,P,I,6,3,2.55,LULUS,TS
OM221,3.13,45300,100,N,P,I,4,5,2.56,LULUS,TS
IM223,3.03,16450,100,N,L,I,5,3,2.56,LULUS,TS
CS220,2.92,77300,100,N,P,I,6,3,2.56,LULUS,TM
BM226,3.33,54200,100,N,P,I,1,3,2.56,LULUS,TM
AS231,2.72,16800,100,N,P,I,5,1,2.56,LULUS,TM
CS223,2.93,86100,100,N,P,I,2,2,2.56,LULUS,TM
AT220,3.4,23000,100,N,L,I,1,3,2.56,LULUS,TM
AP229,2.96,48000,100,N,L,I,5,3,2.56,LULUS,TM
AS243,0,11700,100,N,P,I,5,9,2.56,GAGAL,MD
BM220,2.9,24000,100,N,P,I,6,2,2.56,LULUS,TM
AS232,3.23,91000,101,N,P,I,7,4,2.56,LULUS,TS
BM222,3.03,8000,100,N,P,I,4,4,2.56,LULUS,TM
OM222,3.51,86800,100,N,P,I,2,3,2.56,LULUS,TS
AP220,3.19,45600,100,N,L,I,9,2,2.56,LULUS,TM
CS220,3.52,15100,100,N,P,I,6,7,2.56,LULUS,TM
CS227,2.67,83200,100,N,P,I,4,3,2.56,LULUS,TM
CS220,3.1,86400,100,N,P,I,3,3,2.56,LULUS,TM
CS228,3.3,68100,100,N,P,I,4,2,2.56,LULUS,TM
BM229,3.19,14200,100,N,P,I,4,3,2.56,LULUS,TM
BM221,1.81,40300,100,N,L,I,5,3,2.56,GAGAL,D5
CS231,3,85000,100,N,P,I,3,3,2.56,LULUS,TM
BM220,3.13,53100,100,N,L,I,3,7,2.56,LULUS,TM
BM220,3.07,81700,100,N,L,I,2,1,2.56,LULUS,TM
BM222,2.84,21700,100,N,P,I,1,4,2.56,LULUS,TM
CS220,2.99,71800,100,N,L,I,4,3,2.56,LULUS,TM
LG220,3.58,14120,100,N,P,I,6,3,2.56,LULUS,TM
AS232,2.72,14000,100,N,P,I,6,3,2.56,LULUS,TM
CS227,1.69,53100,100,N,P,I,5,3,2.56,GAGAL,D1
OM221,3.46,20400,100,N,P,I,1,1,2.56,GAGAL,MD
CS225,3.21,53100,100,N,P,I,7,2,2.56,LULUS,TM
CS228,3,26600,100,N,P,I,4,3,2.56,LULUS,TM
BM220,3.11,68000,100,N,P,I,6,4,2.56,LULUS,TM
CS227,3.52,21200,100,N,P,I,8,2,2.56,LULUS,TM
CS224,2.64,54200,100,N,L,I,2,9,2.56,LULUS,TM
OM221,3.34,21000,100,N,P,I,7,2,2.56,LULUS,TS
CS223,3,27600,100,N,P,I,4,5,2.56,LULUS,TM
CS228,2.9,77300,100,N,P,I,7,7,2.56,LULUS,TM
CS233,3.23,40460,100,N,L,I,5,9,2.56,LULUS,TM
CS228,3.18,22300,100,N,P,I,6,3,2.56,LULUS,TM
BM222,3.15,43000,100,N,P,I,3,5,2.56,LULUS,TM
CS231,3.2,40100,100,N,L,I,9,2,2.56,LULUS,TM
CS228,3.4,42500,100,N,P,I,5,2,2.56,LULUS,TM
BM221,3.48,85000,100,N,L,I,7,7,2.56,LULUS,TM
HM222,3.11,22040,100,N,P,I,1,1,2.57,LULUS,TM
BM229,3.56,15100,100,N,P,I,9,4,2.57,LULUS,TM
CS230,2.88,47100,100,N,P,I,5,6,2.57,LULUS,TM
CS228,3.05,25150,100,N,P,I,6,5,2.57,GAGAL,LU
BM229,3.24,48000,100,N,P,I,4,5,2.57,LULUS,TM
BM223,3.43,57000,100,N,P,I,6,4,2.57,LULUS,TM
CS226,0.98,31150,100,N,L,I,4,4,2.57,GAGAL,D1
AP236,2.78,86000,100,N,L,I,5,4,2.57,LULUS,TM
AP229,3.38,83000,100,N,P,I,1,2,2.57,LULUS,TM
AP236,3.39,28000,100,N,L,I,5,2,2.57,LULUS,TS
CS223,3.38,47180,100,N,P,I,3,5,2.57,LULUS,TM
BM230,3.01,56000,100,N,L,I,3,6,2.57,LULUS,TM
BM223,3.15,81800,100,N,P,I,1,1,2.57,LULUS,TM
CT225,0,80050,100,N,P,I,5,3,2.57,GAGAL,MD
BM222,3.11,32200,100,N,L,I,3,5,2.57,LULUS,TM
CS228,1.96,45800,100,N,L,I,4,3,2.57,GAGAL,D5
AS231,2.8,77400,100,N,P,I,5,3,2.57,LULUS,TM
AS231,1.89,75460,100,N,L,I,5,6,2.57,GAGAL,D5
BM230,3,53100,100,N,L,I,5,9,2.57,LULUS,TM
BM230,3.08,41000,100,N,P,I,5,6,2.57,LULUS,TM
AS232,3.12,26900,100,N,P,I,2,3,2.57,LULUS,TM
AT220,2.84,17500,100,N,P,I,3,2,2.57,LULUS,TM
AT220,2.82,6000,100,N,L,I,6,3,2.57,LULUS,TM
AS232,3.35,15100,100,N,L,I,3,3,2.57,LULUS,TS
AS228,3.31,31350,100,N,L,I,3,2,2.57,LULUS,TM
BM236,3.05,11900,100,N,L,I,9,5,2.57,LULUS,TS
CS227,2.83,8000,100,N,P,I,5,6,2.57,LULUS,TM
CS244,1.75,26400,100,N,P,I,8,4,2.57,GAGAL,D1
BM230,2.62,11700,100,N,P,I,4,3,2.57,LULUS,TM
AT220,3.5,34850,100,N,P,I,9,7,2.57,LULUS,TS
BM220,2.64,77000,100,N,P,I,5,4,2.57,LULUS,TM
SR223,2.81,16400,100,N,L,I,4,2,2.57,GAGAL,MD
AS234,2.81,16100,100,N,P,I,2,2,2.57,LULUS,TM
AP229,3.16,21200,100,N,P,I,6,2,2.57,LULUS,TM
AS229,3.51,16810,100,N,L,I,4,4,2.57,LULUS,TS
AS229,2.81,15400,100,N,P,I,6,3,2.57,LULUS,TM
AS232,3.02,68100,100,N,L,I,2,8,2.57,LULUS,TM
AS227,3.44,9400,100,N,P,I,1,2,2.57,LULUS,TS
BM224,3.05,31300,100,N,P,I,4,5,2.57,LULUS,TM
CS230,1.44,9000,100,N,L,I,5,5,2.57,GAGAL,D1
CS230,1.74,48020,100,N,P,I,8,5,2.57,GAGAL,D1
HM221,3.44,1000,100,N,P,I,5,3,2.58,LULUS,TS
BM221,2.83,93350,1005,N,L,K,5,6,2.58,LULUS,TM
CS243,1.59,40300,100,N,P,I,7,5,2.58,GAGAL,D1
OM221,3.19,20100,100,N,P,I,7,3,2.58,LULUS,TS
CS223,1.09,21200,100,N,P,I,6,3,2.58,GAGAL,D1
BM226,2.6,20050,100,N,L,I,8,3,2.58,GAGAL,LU
HM221,3.42,16450,100,N,P,I,9,7,2.58,LULUS,TS
MC227,3.32,16800,100,N,P,I,3,6,2.58,LULUS,TS
BM224,3.35,81200,100,N,P,I,3,1,2.58,LULUS,TM
AP220,3.29,16010,100,N,P,I,7,3,2.58,LULUS,TS
CS228,2.77,17000,100,N,L,I,3,2,2.58,LULUS,TM
HM221,2.85,89308,802,N,P,K,5,2,2.58,LULUS,TM
AM228,3.29,21300,100,N,L,I,4,7,2.58,LULUS,TS
CS224,1.63,84500,100,N,P,I,6,2,2.58,GAGAL,D1
CS247,2.09,94950,100,N,P,I,5,2,2.58,GAGAL,LU
CS225,3.36,8200,100,N,P,I,6,2,2.58,LULUS,TM
IM226,3.44,17600,100,N,P,I,4,5,2.58,LULUS,TS
AS229,2.83,50300,100,N,P,I,3,5,2.58,LULUS,TM
CS244,0,81700,100,N,P,I,4,3,2.58,GAGAL,GT
SR223,2.9,22010,100,N,L,I,5,2,2.58,LULUS,TM
AM228,3.74,81050,100,N,P,I,6,5,2.58,LULUS,ANC
CT226,3.31,26300,100,N,L,I,2,2,2.59,LULUS,TM
LG221,3.02,16200,100,N,P,I,6,2,2.59,LULUS,TS
BM224,2.66,11600,100,N,L,I,4,3,2.59,LULUS,TM
BM229,3.21,81440,100,N,P,I,5,4,2.59,LULUS,TM
AS234,3.36,42100,100,N,P,I,3,2,2.59,LULUS,TM
CS230,2.92,75450,100,N,P,I,4,6,2.59,LULUS,TM
BM221,2.9,81900,100,N,P,I,5,5,2.59,LULUS,TM
IM227,3.46,15400,100,N,P,I,6,1,2.59,LULUS,TS
HM222,3.35,45200,100,N,P,I,4,2,2.59,LULUS,TS
AP229,2.16,16150,100,N,L,I,9,2,2.59,GAGAL,D4
AS229,3.24,13700,100,N,P,I,9,2,2.59,LULUS,TS
BM222,2.7,93200,1004,N,P,K,2,5,2.59,LULUS,TM
AM228,2.75,21060,100,N,L,I,7,8,2.59,LULUS,TM
LG220,3.05,26600,100,N,P,I,4,3,2.59,LULUS,TM
AS223,3.03,51200,100,N,P,I,4,4,2.59,LULUS,TM
BM224,2.88,32800,100,N,P,I,4,2,2.59,LULUS,TM
HM225,3.07,22200,100,N,L,I,6,7,2.59,LULUS,TM
AS251,1.91,,100,N,P,I,5,9,2.59,GAGAL,P1
BM222,2.72,22000,100,N,P,I,9,1,2.59,LULUS,TM
LG220,2.79,89507,803,N,P,K,3,0,2.6,LULUS,TM
IM220,3.2,18000,100,N,P,I,6,1,2.6,LULUS,TS
AS227,3.36,86000,100,N,P,I,5,6,2.6,LULUS,TM
BM220,3.01,48300,100,N,P,I,2,3,2.6,LULUS,TM
BM225,2.8,56000,100,N,L,I,2,6,2.6,LULUS,TM
BM221,3.05,55300,100,N,P,I,3,5,2.6,LULUS,TM
AS243,1.54,47500,100,N,L,I,6,8,2.6,GAGAL,D1
CS251,1.25,25300,100,N,L,I,7,5,2.6,GAGAL,D1
CS222,3.02,40000,100,N,L,I,2,7,2.6,LULUS,TM
AS229,2.76,1000,100,N,L,I,4,4,2.6,LULUS,TM
CS223,2.98,21400,100,N,P,I,6,2,2.6,LULUS,TM
BM220,2.6,81100,100,N,P,I,3,3,2.6,LULUS,TM
BM223,3.29,76450,100,N,P,I,1,3,2.6,LULUS,TM
BM220,3.35,81200,100,N,P,I,3,5,2.6,LULUS,TM
AS228,3.4,42000,100,N,P,I,5,6,2.6,LULUS,TM
AP236,3.16,28000,100,N,L,I,5,2,2.6,LULUS,TM
AS230,3.23,40150,100,N,L,I,4,8,2.6,LULUS,TM
HM225,2.96,84000,100,N,L,I,2,1,2.6,LULUS,TM
BM221,2.72,81300,100,N,P,I,3,3,2.6,LULUS,TM
CS224,1.39,8400,100,N,P,I,8,3,2.6,GAGAL,D1
AS227,3.08,26400,100,N,P,I,4,4,2.6,LULUS,TS
HM220,3.63,84000,100,N,P,I,6,4,2.6,LULUS,TS
BM224,3.23,43000,100,N,L,I,4,9,2.6,LULUS,TM
CS227,2.86,31300,100,N,P,I,5,5,2.6,LULUS,TM
CS231,2.65,6250,100,N,L,I,5,5,2.6,LULUS,TM
CS247,1.72,27000,100,N,P,I,4,2,2.6,GAGAL,D1
IM226,3.07,22200,100,N,P,I,4,6,2.6,LULUS,TS
CS220,2.88,53100,100,N,P,I,3,3,2.61,LULUS,TM
CS223,3.03,6900,100,N,P,I,4,2,2.61,LULUS,TM
BM220,3,75050,100,N,L,I,6,3,2.61,LULUS,TM
CS223,3.14,89008,802,N,P,K,3,1,2.61,LULUS,TM
CS221,3.4,27660,100,N,P,I,7,2,2.61,LULUS,TM
OM221,3.5,85000,100,N,P,I,7,2,2.61,LULUS,TS
AT220,3.16,83400,100,N,L,I,2,2,2.61,LULUS,TM
CS223,3.06,57000,100,R,P,I,5,4,2.61,LULUS,TM
CS230,2.86,68100,100,N,L,I,1,1,2.61,LULUS,TM
BM221,2.72,70400,100,N,L,I,2,2,2.61,LULUS,TM
CS228,2.91,6900,100,N,P,I,5,1,2.61,LULUS,TM
IM226,3.76,16600,100,N,P,I,7,1,2.61,LULUS,ANC
AS230,1.86,77300,100,N,P,I,6,6,2.61,GAGAL,D5
IM225,3.47,8100,100,N,L,I,5,4,2.61,LULUS,TS
BM221,3.28,42100,100,N,P,I,7,3,2.61,LULUS,TM
AS229,2.5,21500,100,N,L,I,5,1,2.61,LULUS,TM
AS234,2.94,9100,100,N,L,I,5,7,2.61,LULUS,TM
AT220,3.29,8300,100,N,P,I,5,1,2.61,LULUS,TM
CS223,3.03,6500,100,N,P,I,4,5,2.61,LULUS,TM
AT220,3.11,90000,101,R,P,I,4,1,2.61,LULUS,TM
BM221,2.75,83500,100,N,P,I,2,2,2.61,LULUS,TM
BM216,1.86,5150,100,N,L,I,7,6,2.61,GAGAL,D4
AP230,3.47,96000,1004,N,P,K,3,2,2.61,LULUS,TM
BM223,3.28,16150,100,N,P,I,4,1,2.62,LULUS,TM
BM222,3.37,15400,100,N,L,I,2,7,2.62,LULUS,TM
CS230,2.44,53100,100,N,P,I,4,2,2.62,LULUS,TM
HM222,3.19,17000,100,N,P,I,4,6,2.62,LULUS,TS
AP229,2.79,84000,100,N,L,I,3,2,2.62,LULUS,TM
AS229,2.93,8320,100,N,P,I,8,2,2.62,LULUS,TM
AP236,3.41,53300,100,N,P,I,7,7,2.62,LULUS,TM
HM222,3.3,24000,100,N,P,I,7,5,2.62,LULUS,TS
IM224,3.47,21200,100,N,P,I,5,2,2.62,LULUS,TS
AS227,3.75,98000,1006,N,P,K,5,4,2.62,LULUS,ANC
AT220,3.45,91100,101,N,L,I,4,3,2.62,LULUS,TM
CS228,3.33,17500,100,N,P,I,9,4,2.62,LULUS,TM
CS228,3.4,25150,100,N,P,I,2,4,2.62,LULUS,TM
CS226,2.92,62250,100,N,P,I,4,9,2.62,LULUS,TM
LG220,2.81,47100,100,N,P,I,3,8,2.62,LULUS,TM
BM230,2.78,84410,100,N,P,I,3,1,2.62,LULUS,TM
CS228,2.81,75460,100,N,P,I,5,7,2.62,LULUS,TM
BM229,3.02,83100,100,N,P,I,4,2,2.62,LULUS,TM
HM221,3.08,81200,100,N,P,I,2,5,2.62,LULUS,TM
BM220,2.6,72120,100,N,L,I,8,5,2.62,LULUS,TM
HM222,3.19,34010,100,N,P,I,6,3,2.62,LULUS,TM
AT220,3.22,89907,804,N,P,K,6,5,2.62,LULUS,TM
SR221,2.6,36000,100,N,L,I,3,7,2.62,GAGAL,LU
IM224,3.15,15100,100,N,P,I,9,3,2.62,LULUS,TS
HM221,3.14,21000,100,N,P,I,5,3,2.62,LULUS,TM
AS227,3.5,33500,100,N,P,I,6,3,2.62,LULUS,TS
AP246,0,26620,700,N,P,I,3,6,2.62,GAGAL,GT
CS223,2.24,26900,100,N,P,I,3,3,2.62,GAGAL,LU
CS228,3.24,8000,100,N,P,I,0,0,2.62,LULUS,TM
AS228,2.65,25200,100,N,P,I,6,6,2.62,LULUS,TM
CS220,2.84,15150,100,N,P,I,6,5,2.62,LULUS,TM
CS228,2.91,27600,100,N,P,I,4,3,2.62,LULUS,TM
AS231,2.78,6600,100,N,P,I,3,2,2.62,LULUS,TM
OM224,3.28,83100,100,N,P,I,8,2,2.62,LULUS,TS
AS229,3.35,75250,100,N,L,I,1,1,2.62,LULUS,TS
OM221,3.83,16370,100,N,P,I,4,7,2.62,LULUS,ANC
AT220,2.66,5250,100,N,P,I,6,8,2.62,LULUS,TM
HM221,3.63,31600,100,N,L,I,3,2,2.62,LULUS,TS
MC223,3.6,20050,100,N,P,I,7,4,2.62,LULUS,TS
CS223,2.16,33300,100,N,L,I,5,2,2.63,GAGAL,LU
BM221,3.02,21200,100,N,P,I,5,2,2.63,LULUS,TM
OM221,3.37,85100,100,N,P,I,3,3,2.63,LULUS,TS
CS223,3.08,83100,100,N,P,I,2,3,2.63,LULUS,TM
CS228,3.55,21300,100,N,P,I,5,4,2.63,LULUS,TM
AT220,3.36,26400,100,N,P,I,6,3,2.63,LULUS,TM
BM223,3.44,81300,100,N,P,I,3,2,2.63,LULUS,TM
AT220,3.54,16150,100,N,P,I,5,1,2.63,LULUS,TS
BM220,3.24,43500,100,N,L,I,7,8,2.63,LULUS,TM
OM222,2.83,6700,100,N,P,I,5,3,2.63,LULUS,TM
CS228,1.28,70450,100,N,P,I,7,3,2.63,GAGAL,D1
BM223,3.27,71450,100,N,P,I,3,6,2.63,LULUS,TM
CS220,3.23,53100,100,N,L,I,5,5,2.63,LULUS,TM
BM230,2.85,43000,100,N,P,I,2,5,2.63,LULUS,TM
BM229,3.25,40400,100,N,L,I,6,6,2.63,LULUS,TM
IM220,3.3,31350,100,N,P,I,3,7,2.63,LULUS,TS
ED226,3.58,42500,100,N,P,I,5,2,2.63,LULUS,TM
AS225,1.73,76300,100,N,L,I,6,5,2.63,GAGAL,D1
BM221,2.96,26820,100,N,P,I,6,2,2.63,LULUS,TM
BM222,3.17,77300,100,N,P,I,4,0,2.63,LULUS,TM
AS232,2.82,31000,100,N,L,I,4,2,2.63,LULUS,TM
CS227,1.68,6000,100,N,P,I,6,4,2.63,GAGAL,D1
MC223,3.42,86200,100,N,P,I,3,2,2.63,LULUS,TS
IM225,3.66,81300,100,N,P,I,6,7,2.63,LULUS,TS
AS227,3.03,15100,100,N,P,I,4,4,2.63,LULUS,TS
BM221,2.76,31120,100,N,P,I,5,2,2.63,LULUS,TM
CT226,3.23,8600,100,N,L,I,5,3,2.63,LULUS,TS
AS228,2.76,55100,100,N,P,I,2,4,2.63,LULUS,TM
OM221,3.35,1000,100,N,P,I,2,2,2.63,LULUS,TS
BM221,2.65,6300,100,N,P,I,4,2,2.63,LULUS,TM
AS231,3.01,26400,100,N,P,I,6,3,2.63,LULUS,TM
HM225,2.89,43000,100,N,P,I,4,5,2.63,LULUS,TM
AS231,2.83,68000,100,N,P,I,5,9,2.63,LULUS,TM
AS201,2.98,6760,100,N,P,I,6,3,2.63,LULUS,TM
AP225,3.4,81500,100,N,P,I,2,2,2.63,LULUS,TM
AP220,3.11,21200,100,N,P,I,5,3,2.63,LULUS,TS
CS228,2.34,86400,100,N,P,I,3,3,2.63,GAGAL,LU
BM221,3.12,6750,100,N,P,I,1,1,2.63,LULUS,TM
HM221,3.4,21010,100,N,P,I,4,1,2.63,LULUS,TS
AT220,3.31,83300,100,N,P,I,5,1,2.63,LULUS,TM
AS228,3.4,26600,100,N,P,I,5,4,2.63,LULUS,TM
AS229,2.89,84300,100,N,P,I,8,2,2.63,LULUS,TM
CS230,0.63,34300,100,N,L,I,3,4,2.63,GAGAL,D1
BM222,2.62,16600,100,N,L,I,6,1,2.63,LULUS,TM
CS227,3.3,86100,100,N,P,I,5,2,2.64,LULUS,TM
CS231,3.45,43650,100,N,P,I,3,7,2.64,LULUS,TM
BM220,2.89,32040,100,N,P,I,3,3,2.64,LULUS,TM
MC223,3.38,70300,100,N,P,I,1,5,2.64,LULUS,TS
CS231,0,46300,100,N,P,I,5,5,2.64,GAGAL,MD
CS223,3.13,47000,100,N,L,I,7,3,2.64,LULUS,TM
CS221,2.24,44000,100,N,P,I,6,5,2.64,GAGAL,D4
AP230,0,62250,100,N,L,I,4,5,2.64,GAGAL,MD
BM220,3,43100,100,N,L,I,4,7,2.64,LULUS,TM
CS226,3.29,51100,100,N,P,I,6,6,2.64,LULUS,TM
AM228,3.11,26690,100,N,L,I,4,3,2.64,LULUS,TS
CS228,1.39,45000,100,N,L,I,6,6,2.64,GAGAL,D1
BM224,3.14,70400,100,N,P,I,5,7,2.64,LULUS,TM
CS224,2.95,40000,100,N,P,I,6,4,2.64,LULUS,TM
CS223,2.91,22200,100,N,P,I,4,2,2.64,LULUS,TM
BM221,2.71,88100,100,N,P,I,3,7,2.64,LULUS,TM
CS224,1.67,81900,100,N,L,I,5,5,2.64,GAGAL,D1
BM231,2.79,83000,100,N,P,I,7,6,2.64,LULUS,TM
BM222,0,21300,100,N,P,I,8,4,2.64,GAGAL,MD
HM225,2.98,81900,100,N,P,I,3,5,2.64,LULUS,TM
BM220,2.97,83500,100,N,L,I,7,2,2.64,LULUS,TM
CS230,1.7,53300,100,N,L,I,4,7,2.64,GAGAL,D1
AT220,3,15200,100,N,P,I,8,1,2.65,LULUS,TM
AS228,2.83,85009,100,N,P,I,3,2,2.65,LULUS,TM
CS227,2.88,81810,100,N,P,I,1,5,2.65,LULUS,TM
BM222,3.39,17020,100,N,L,I,7,4,2.65,LULUS,TM
BM222,3.02,13300,100,N,P,I,7,7,2.65,LULUS,TM
EM220,3.31,43200,100,N,L,I,4,3,2.65,LULUS,TM
BM220,2.97,40150,100,N,P,I,4,5,2.65,LULUS,TM
CS231,3.07,47810,100,N,P,I,3,3,2.65,LULUS,TM
AS229,2.92,98000,1004,N,P,K,5,1,2.65,LULUS,TM
AT220,3.1,18500,100,N,P,I,1,2,2.65,LULUS,TM
BM236,3.32,43000,100,N,L,I,8,4,2.65,LULUS,TS
AS230,2.91,82000,100,N,P,I,2,3,2.65,LULUS,TM
BM222,3.08,26820,100,N,P,I,9,1,2.65,LULUS,TM
BM224,3.13,81000,100,N,P,I,3,2,2.65,LULUS,TM
AS232,3.39,28000,100,N,P,I,6,2,2.65,LULUS,TM
OM221,3.11,24100,100,N,P,I,0,2,2.66,LULUS,TM
CS230,1.6,16350,100,N,P,I,6,2,2.66,GAGAL,D1
BM223,3.43,68000,100,N,P,I,5,7,2.66,LULUS,TM
BM220,3.09,80100,100,N,P,I,5,5,2.66,LULUS,TM
BM220,2.86,2100,100,N,P,I,6,4,2.66,LULUS,TM
BM221,2.74,81910,100,N,P,I,7,4,2.66,LULUS,TM
CS224,1.67,15200,100,N,P,I,6,4,2.66,GAGAL,D1
CS225,3.12,47100,100,N,P,I,2,2,2.66,LULUS,TM
CS228,2.98,16800,100,N,P,I,2,2,2.66,LULUS,TM
AS228,3,5400,100,N,P,I,7,9,2.66,LULUS,TM
BM229,2.62,43000,100,N,L,I,5,5,2.66,LULUS,TM
AS232,2.99,53300,100,N,P,I,0,6,2.66,LULUS,TM
CS222,3.42,,100,N,P,I,2,4,2.66,LULUS,TM
BM224,3,86000,100,N,L,I,4,8,2.66,LULUS,TM
BM222,2.91,45200,100,N,P,I,9,4,2.66,LULUS,TM
HM220,2.98,20050,100,N,L,I,6,2,2.66,LULUS,TM
CS228,2.83,17000,100,N,P,I,3,1,2.66,LULUS,TM
CS228,3.35,71450,100,N,P,I,3,7,2.66,LULUS,TM
CS226,2.79,34600,100,N,P,I,5,6,2.66,LULUS,TM
CS233,2.99,17000,100,N,P,I,3,1,2.66,LULUS,TM
OM221,3.07,85300,100,N,P,I,8,3,2.66,LULUS,TM
AS232,2.96,86900,100,N,P,I,2,1,2.66,LULUS,TM
AS232,2.67,89609,906,N,P,I,5,2,2.66,LULUS,TM
CS243,1.58,9000,100,N,P,I,3,3,2.66,GAGAL,D2
CS225,3.24,73000,100,N,P,I,3,2,2.66,LULUS,TM
BM223,3.36,16150,100,N,P,I,4,4,2.66,LULUS,TM
BM220,3.3,70450,100,N,L,I,3,2,2.66,LULUS,TM
BM224,3.08,47100,100,N,P,I,7,7,2.66,LULUS,TM
EH223,3.2,21400,100,N,L,I,2,3,2.67,LULUS,TS
AS225,2.86,86000,100,N,L,I,7,4,2.67,LULUS,TM
BM224,2.25,42700,100,N,P,I,6,4,2.67,GAGAL,LU
AP220,3.14,21200,100,N,P,I,6,4,2.67,LULUS,TM
HM221,3.4,21000,100,N,P,I,1,1,2.67,LULUS,TS
CS223,3.26,42700,100,N,P,I,6,2,2.67,LULUS,TM
AM228,2.98,23000,100,N,L,I,8,6,2.67,LULUS,TM
AS225,3.23,32040,100,N,P,I,2,3,2.67,LULUS,TM
BM222,3.37,88450,801,N,P,I,9,5,2.67,LULUS,TM
AM228,2.55,31050,100,N,P,I,3,6,2.67,LULUS,TM
AT220,3.25,44300,100,N,P,I,4,4,2.67,LULUS,TM
CS220,3.24,81200,200,N,P,I,5,3,2.67,LULUS,TM
HM225,3.21,21200,100,N,P,I,5,3,2.67,LULUS,TS
OM222,3.64,40300,100,N,P,I,5,7,2.67,LULUS,TS
CS228,3.41,22200,100,N,P,I,6,6,2.67,LULUS,TM
BM221,2.64,40200,100,N,P,I,2,0,2.67,LULUS,TM
AS234,3.01,14000,100,N,P,I,5,2,2.67,LULUS,TS
OM221,2.97,26100,100,N,P,I,1,1,2.67,LULUS,TM
OM221,3.17,68100,100,N,P,I,3,0,2.67,LULUS,TS
CS220,2.61,43100,100,N,P,I,9,4,2.67,LULUS,TM
CS230,2.7,84000,100,N,P,I,4,4,2.67,LULUS,TM
CS225,2.97,47150,100,N,P,I,3,4,2.67,LULUS,TM
