PROGRAM,CGPA_AKHIR,POSKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
AP225,3.56,6000,100,N,P,I,6,2,3.4,LULUS,TM
HS220,3.47,16100,100,N,P,I,7,3,3.4,LULUS,TM
CS241,1.65,32040,100,N,L,I,5,3,3.4,GAGAL,D1
EE221,3.28,47500,100,N,P,I,9,5,3.41,LULUS,TM
EH220,3,27620,100,N,P,I,6,2,3.41,LULUS,TM
EH220,3.12,41000,100,N,P,I,4,8,3.41,LULUS,TS
AS223,3.08,83400,100,N,P,I,2,2,3.41,LULUS,TM
HS225,3.14,42700,100,N,P,I,6,4,3.41,LULUS,TS
AM228,2.67,57000,100,N,P,I,5,4,3.41,LULUS,TM
AS201,3.04,22000,100,N,P,I,5,8,3.41,LULUS,TM
AS201,3.01,75250,100,N,P,I,6,6,3.41,LULUS,TM
BM222,2.94,22000,100,N,L,I,4,4,3.41,LULUS,TM
BM223,3.08,42000,100,N,P,I,6,3,3.41,LULUS,TM
OM223,3.33,68000,100,N,P,I,6,3,3.41,LULUS,TS
CS233,2.82,52200,100,N,P,I,4,9,3.41,LULUS,TM
CS231,3.29,24200,100,N,P,I,2,1,3.41,LULUS,TM
CS220,3.3,26900,100,N,P,I,6,5,3.41,LULUS,TM
BM222,3.27,15200,100,N,P,I,8,3,3.41,LULUS,TM
BM226,3.35,5200,100,N,P,I,5,7,3.41,LULUS,TM
EH221,3.14,40000,100,N,L,I,3,2,3.41,LULUS,TS
EH220,3.33,43300,100,N,P,I,6,7,3.41,LULUS,TM
AS201,3.1,71800,100,N,P,I,7,2,3.41,LULUS,TM
AS226,2.94,28000,100,N,L,I,1,2,3.41,LULUS,TM
EH223,3.13,81300,100,N,L,I,5,4,3.41,LULUS,TM
BM222,3.19,28310,100,N,P,I,5,2,3.41,LULUS,TM
BM223,3.07,81700,100,N,P,I,1,3,3.41,LULUS,TM
BM230,3.23,42200,100,N,P,I,8,4,3.41,LULUS,TM
EH220,3.38,13310,100,N,P,I,4,2,3.41,LULUS,TS
BM223,2.8,31350,100,N,L,I,5,9,3.41,LULUS,TM
BM230,2.88,26070,100,N,L,I,3,2,3.41,LULUS,TM
BM222,2.88,81750,100,N,P,I,5,3,3.41,LULUS,TM
AS201,2.51,6500,100,N,L,I,4,3,3.41,LULUS,TM
EH221,2.78,,100,N,L,I,5,8,3.41,LULUS,TM
BM220,3.25,43000,100,N,P,I,3,4,3.41,LULUS,TM
BM222,3.63,11000,100,N,P,I,4,0,3.41,LULUS,TM
BM230,3.21,85010,100,N,P,I,5,6,3.41,LULUS,TM
IM225,3.37,71800,100,N,P,I,1,5,3.41,LULUS,TS
AS225,3.13,73470,100,N,P,I,3,3,3.41,LULUS,TM
BM223,3.39,84410,100,N,P,I,3,4,3.41,LULUS,TM
AS223,3.18,84800,100,N,L,I,1,2,3.41,LULUS,TM
BM222,2.92,26600,100,N,L,I,5,4,3.41,LULUS,TM
AM228,3.2,91000,904,N,L,I,7,3,3.41,LULUS,TS
BM230,2.85,77300,100,N,P,I,7,7,3.41,LULUS,TM
CS220,3.58,47150,100,N,L,I,5,9,3.41,LULUS,TM
EH222,1.59,72400,100,N,L,I,6,6,3.41,GAGAL,D1
EH222,2.81,53300,100,N,P,I,7,5,3.41,LULUS,TM
EH223,2.92,18000,100,N,L,I,8,2,3.41,LULUS,TM
BM222,3.38,5400,100,N,P,I,8,3,3.41,LULUS,TM
HS220,3.38,26400,100,N,P,I,6,3,3.41,LULUS,TS
EM220,3.37,41200,100,N,L,I,7,9,3.41,LULUS,TS
EC220,2.93,16150,100,N,L,I,4,4,3.41,LULUS,TM
AS201,2.55,16370,100,N,P,I,4,1,3.41,LULUS,TM
CS231,3.24,9000,100,N,P,I,8,2,3.41,LULUS,TM
EM241,2.05,51200,100,N,L,I,7,3,3.41,GAGAL,LU
EH221,3.29,96000,100,N,P,I,6,3,3.41,LULUS,TM
EE240,3.25,91125,801,N,L,I,5,2,3.42,LULUS,TM
AS202,3.33,41200,100,N,P,I,0,7,3.42,LULUS,TS
LG220,3.48,34300,100,N,P,I,3,2,3.42,LULUS,TS
AP225,3.04,55100,100,N,L,I,9,4,3.42,LULUS,TM
HM225,3.44,28700,100,N,P,I,8,4,3.42,GAGAL,MD
BM230,3.24,17200,100,N,P,I,8,2,3.42,LULUS,TM
AS201,2.92,47100,100,N,P,I,8,7,3.42,LULUS,TM
ED220,3.57,28200,100,N,P,I,8,3,3.42,LULUS,TS
AS201,3.18,36700,100,N,P,I,3,3,3.42,LULUS,TM
AS203,3.18,16010,100,N,P,I,6,4,3.42,LULUS,TM
BM226,3.55,56000,100,N,P,I,8,3,3.42,LULUS,TM
BM222,3.19,11400,100,N,P,I,4,5,3.42,LULUS,TM
BM222,3.43,81000,100,N,P,I,1,4,3.42,LULUS,TM
LG220,3.63,41200,100,N,P,I,9,9,3.42,LULUS,TS
BM222,3.36,13400,100,N,P,I,5,4,3.42,LULUS,TM
CS226,2.94,25150,100,N,L,I,4,3,3.42,LULUS,TM
BM230,2.58,26690,100,N,L,I,3,4,3.42,LULUS,TM
AM228,2.98,82000,100,N,P,I,5,2,3.42,LULUS,TM
BM230,3.58,43300,100,N,P,I,5,1,3.42,LULUS,TM
BM226,3.05,43900,100,N,P,I,6,7,3.42,LULUS,TM
LG220,3.18,22300,100,N,L,I,6,1,3.42,LULUS,TM
EH220,1.51,81100,100,N,L,I,3,6,3.42,GAGAL,D2
ED220,3.02,40300,100,N,P,I,5,6,3.42,LULUS,TM
EH220,0,15300,100,N,L,I,5,6,3.42,GAGAL,MD
ED227,3.85,36400,100,N,P,I,8,3,3.42,LULUS,ANC
EE240,3.32,43900,100,N,P,I,5,4,3.42,LULUS,TS
HS220,3.32,42000,100,N,P,I,6,3,3.42,LULUS,TS
BM226,3.44,43700,100,N,P,I,4,5,3.42,LULUS,TM
BM222,2.96,46000,100,N,L,I,6,6,3.42,LULUS,TM
BM223,3.1,26660,100,N,P,I,1,3,3.42,LULUS,TM
BM229,3.02,42300,100,N,P,I,7,6,3.42,LULUS,TM
LG220,1.74,54200,100,N,L,I,4,7,3.42,GAGAL,D1
LG220,3.57,,100,N,P,I,5,8,3.42,LULUS,TS
ED220,2.96,43650,100,N,L,I,7,9,3.42,LULUS,TM
AS226,2.62,45400,100,N,P,I,3,1,3.42,LULUS,TM
AS201,2.76,47100,100,N,L,I,6,6,3.42,LULUS,TM
LG220,3.15,20050,100,N,P,I,2,7,3.42,LULUS,TS
AS201,2.95,42500,100,N,P,I,8,4,3.42,LULUS,TM
ED220,3.22,43200,100,N,L,I,5,7,3.42,LULUS,TM
ED220,3.47,21600,100,N,P,I,4,4,3.42,LULUS,TM
MC222,3.67,84900,100,N,L,I,2,8,3.42,LULUS,TS
AS226,3.21,17700,100,N,P,I,7,5,3.42,LULUS,TM
EE230,3.29,68100,100,N,L,I,6,3,3.42,LULUS,TM
ED220,3.37,45300,100,N,P,I,8,3,3.42,LULUS,TM
EH222,3.28,16150,100,N,P,I,7,3,3.42,LULUS,TM
HS221,3.52,62250,100,N,P,I,5,7,3.42,LULUS,TS
LG220,3.32,26820,700,N,L,I,6,2,3.42,LULUS,TS
BM226,2.76,16050,100,N,L,I,9,2,3.42,LULUS,TM
BM226,2.69,16300,100,N,L,I,1,2,3.42,GAGAL,LU
LG220,3.58,83200,100,N,P,I,3,7,3.42,LULUS,TS
BM229,3.45,68100,100,N,P,I,7,6,3.42,LULUS,TM
BM222,3,17000,100,N,P,I,5,5,3.42,LULUS,TM
BM223,3.09,81440,100,N,P,I,4,5,3.42,LULUS,TM
BM230,3.26,42000,100,N,P,I,5,6,3.42,LULUS,TM
BM222,3.06,25100,100,N,P,I,5,5,3.42,LULUS,TM
BM223,3.36,43000,100,N,P,I,4,9,3.42,LULUS,TM
AM228,3.06,34600,100,N,L,I,1,3,3.42,LULUS,TM
LG220,3.41,28000,100,N,L,I,2,5,3.42,LULUS,TS
LG220,3.53,16100,100,N,P,I,5,5,3.42,LULUS,TS
AS223,3.18,78000,100,N,L,I,6,5,3.42,LULUS,TM
HS243,2.79,18000,100,N,L,I,8,3,3.42,GAGAL,MG
ED220,3.24,96500,1004,N,P,K,5,4,3.42,LULUS,TM
LG220,3.17,80350,100,N,L,I,2,6,3.42,LULUS,TM
AS225,3.06,13100,100,N,P,I,5,5,3.42,LULUS,TM
ED220,3.59,43000,100,N,P,I,8,8,3.42,LULUS,TS
BM230,3.25,48050,100,N,L,I,5,5,3.42,LULUS,TM
AS234,3.46,81910,100,N,P,I,4,1,3.42,LULUS,TM
EH221,2.71,54200,100,N,P,I,6,6,3.42,LULUS,TM
AS202,3.28,55100,100,N,P,I,3,4,3.42,LULUS,TM
AM228,3.23,15150,100,N,L,I,8,5,3.42,LULUS,TM
AS225,3.05,41200,100,N,P,I,3,3,3.42,LULUS,TM
ED220,3.28,14320,100,N,L,I,7,5,3.42,LULUS,TS
BM222,2.87,81200,100,N,L,I,7,3,3.42,LULUS,TM
HS223,3.5,16300,100,N,P,I,3,4,3.42,LULUS,TS
MC221,3.28,56100,100,N,P,I,5,3,3.42,LULUS,TS
LW213,2.56,68100,100,N,L,I,8,2,3.42,LULUS,TM
ED220,3.35,41050,100,N,P,I,3,4,3.42,LULUS,TS
EH222,3.09,71700,100,N,P,I,2,3,3.42,LULUS,TS
EE250,3.26,18000,100,N,P,I,3,2,3.42,LULUS,TS
AP224,2.77,41200,100,N,P,I,5,3,3.42,LULUS,TM
CS221,3.35,22000,100,N,L,I,8,2,3.42,LULUS,TM
BM220,3.38,34400,100,N,P,I,7,3,3.43,LULUS,TM
EE221,3.29,5400,100,N,P,I,5,4,3.43,LULUS,TS
EH220,3.54,45300,100,N,L,I,7,2,3.43,LULUS,TS
BM229,3.4,8300,100,N,P,I,4,7,3.43,LULUS,TM
EC220,3.02,43650,100,N,L,I,7,7,3.43,LULUS,TM
EE221,3.22,62300,100,N,L,I,3,3,3.43,LULUS,TS
AP224,3.22,21700,100,N,P,I,1,2,3.43,LULUS,TM
EE221,3.15,17000,100,N,L,I,7,4,3.43,LULUS,TM
CS221,3.32,41200,100,N,P,I,5,7,3.43,LULUS,TM
HS220,3.32,21030,100,N,P,I,2,2,3.43,LULUS,TS
HS223,3.55,45500,100,N,P,I,9,6,3.43,LULUS,TS
AS225,3.16,54200,100,N,P,I,5,5,3.43,LULUS,TM
BM226,3.09,72120,100,N,P,I,4,3,3.43,LULUS,TM
BM226,2.89,53100,100,N,P,I,3,7,3.43,LULUS,TM
AP224,2.84,16010,100,N,P,I,3,8,3.43,GAGAL,LU
CS231,3.69,86000,500,N,P,I,2,2,3.43,LULUS,ANC
AP224,3.33,88450,801,R,P,I,2,7,3.43,LULUS,TM
EH220,3.18,21020,100,N,P,I,6,2,3.43,LULUS,TM
EM221,3.57,26400,100,N,P,I,3,1,3.43,LULUS,TS
ED229,3.47,17000,100,N,P,I,5,1,3.43,LULUS,TS
LG220,3.04,15200,100,N,L,I,2,2,3.43,LULUS,TS
BM223,3.4,34000,100,N,P,I,4,4,3.43,LULUS,TM
CS221,3.33,48300,100,N,P,I,9,3,3.43,LULUS,TM
BM222,3.39,28020,100,N,P,I,2,1,3.43,LULUS,TM
HM220,3.23,40400,100,N,P,I,5,3,3.43,LULUS,TM
BM222,2.96,43650,100,N,P,I,4,3,3.43,LULUS,TM
EH222,2.48,77000,100,N,L,I,3,4,3.43,GAGAL,D4
EH222,3.08,42800,100,N,P,I,8,3,3.43,LULUS,TM
EH223,2.97,46150,100,N,L,I,7,6,3.43,LULUS,TM
AP224,3.29,35900,100,N,P,I,1,1,3.43,LULUS,TM
EC220,2.89,8000,100,N,L,I,3,1,3.43,LULUS,TM
EC220,3.11,6720,100,N,P,I,4,1,3.43,GAGAL,LU
EE221,3.26,52000,100,N,L,I,9,4,3.43,LULUS,TS
EM220,3.03,40150,100,N,L,I,6,8,3.43,LULUS,TM
AS201,3.12,9000,100,N,P,I,4,5,3.43,LULUS,TM
BM232,3.29,22000,100,N,P,I,7,1,3.43,LULUS,TS
EM241,0,43000,100,N,P,I,6,7,3.43,GAGAL,GT
CS221,3.46,33700,100,N,P,I,5,6,3.43,LULUS,TM
EM220,3.49,36800,100,N,P,I,4,2,3.43,LULUS,TS
BM222,3.04,7000,100,N,P,I,5,3,3.43,LULUS,TM
EH220,3.33,16010,100,N,P,I,6,0,3.43,LULUS,TS
EH221,3.14,27000,100,N,P,I,6,4,3.43,LULUS,TM
EC220,2.8,21300,100,N,P,I,9,5,3.43,LULUS,TM
EM220,3.71,68100,100,N,L,I,5,4,3.43,LULUS,TS
EM220,3.5,43700,100,N,L,I,5,7,3.43,LULUS,TM
EH223,3.39,,100,N,P,I,4,5,3.43,LULUS,TS
BM220,3.39,40300,100,N,L,I,3,1,3.43,LULUS,TM
HS226,3.41,,100,N,P,I,5,2,3.43,LULUS,TM
CS221,3.47,42500,100,N,P,I,6,4,3.43,LULUS,TM
AS201,3.14,98850,100,N,L,I,8,5,3.43,LULUS,TM
BM222,3.04,1000,100,N,P,I,7,7,3.43,LULUS,TM
BM224,3.1,35500,100,N,L,I,5,3,3.43,LULUS,TM
EM220,3.5,77000,100,N,L,I,1,4,3.43,LULUS,TS
EM221,3.16,16150,100,N,L,I,9,2,3.43,LULUS,TM
AS203,3.65,71650,100,N,P,I,5,5,3.43,LULUS,TS
AS201,2.79,70300,100,N,P,I,4,3,3.43,LULUS,TM
EH221,3.14,97000,1002,N,L,I,9,7,3.43,LULUS,TM
EE210,2.01,35000,100,N,L,I,7,4,3.43,GAGAL,LU
BM222,2.97,84800,100,N,P,I,5,7,3.43,LULUS,TM
BM223,3.52,75460,100,N,P,I,6,5,3.43,LULUS,TM
CS249,3.42,21200,100,N,L,I,8,2,3.43,GAGAL,MD
EE221,3.29,42100,100,N,L,I,5,8,3.43,LULUS,TS
EH223,3.27,16400,100,N,L,I,2,1,3.43,LULUS,TS
AS201,3.21,71800,100,N,P,I,6,5,3.44,LULUS,TM
EM220,3.02,40000,100,N,L,I,4,9,3.44,LULUS,TM
CS222,0,16450,100,N,L,I,3,5,3.44,GAGAL,MD
BM222,3.26,17500,100,N,P,I,2,1,3.44,LULUS,TM
EE240,3.71,16700,100,N,L,I,6,6,3.44,LULUS,ANC
EH223,3.65,81110,100,N,P,I,7,9,3.44,LULUS,TS
HM225,3.08,43100,100,N,L,I,5,4,3.44,LULUS,TM
EH221,3.19,33000,100,N,L,I,7,1,3.44,LULUS,TS
AS226,3.72,43000,100,N,P,I,3,4,3.44,LULUS,ANC
AP224,3.54,81100,100,N,P,I,4,9,3.44,LULUS,TM
AS226,3.5,43300,100,N,P,I,7,5,3.44,LULUS,TM
CS229,3.67,43200,100,N,P,I,6,4,3.44,LULUS,TM
AP224,2.88,68100,100,N,L,I,5,7,3.44,LULUS,TM
BM224,2.05,16800,100,N,P,I,7,3,3.44,GAGAL,LU
BM220,3.31,9300,100,N,P,I,7,6,3.44,LULUS,TM
BM223,3.03,81440,100,N,P,I,5,2,3.44,LULUS,TM
CS228,3.4,70400,100,N,P,I,3,9,3.44,LULUS,TM
BM222,3.82,30010,100,N,P,I,6,7,3.44,LULUS,ANC
BM220,2.94,28730,100,N,P,I,4,2,3.44,LULUS,TM
EH222,0,26200,100,N,L,I,6,5,3.44,GAGAL,MD
BM223,2.9,8700,100,N,P,I,5,2,3.44,LULUS,TM
EH242,0,31150,100,N,P,I,4,8,3.44,GAGAL,MD
EC220,3.21,31650,100,N,L,I,5,7,3.44,LULUS,TM
CS228,3.02,31350,100,N,L,I,8,9,3.44,LULUS,TM
EH220,3.07,40200,100,N,P,I,4,4,3.44,LULUS,TM
EH223,3.11,94300,100,N,L,I,9,6,3.44,LULUS,TM
BM222,3.02,9200,100,N,P,I,4,5,3.44,LULUS,TM
EM220,3.28,18200,100,N,L,I,7,2,3.44,LULUS,TM
HS222,3.4,47301,100,N,P,I,5,4,3.44,LULUS,TS
HS222,3.12,21070,100,N,P,I,3,3,3.44,LULUS,TM
HS221,3.33,85100,100,N,P,I,1,4,3.44,LULUS,TS
AS203,3.21,8330,100,N,P,I,5,2,3.44,LULUS,TM
CS222,3.02,83200,100,N,P,I,1,2,3.44,LULUS,TM
CS229,3.1,34950,100,N,P,I,4,2,3.44,LULUS,TM
AS201,3.5,1000,100,N,L,I,3,3,3.44,LULUS,TM
EM220,3.59,21100,100,N,L,I,3,2,3.44,LULUS,TS
AS203,3.3,33020,100,N,P,I,2,2,3.44,LULUS,TM
AS202,3.01,6000,100,N,L,I,6,2,3.44,LULUS,TM
HS221,3.33,96500,100,N,P,I,6,5,3.44,LULUS,TS
BM226,3.46,75250,500,N,P,I,3,3,3.44,LULUS,TM
HS220,3.3,17000,100,N,P,I,7,7,3.44,LULUS,TM
HS220,3.42,26900,100,N,P,I,5,2,3.44,LULUS,TS
BM223,3.05,86400,100,N,P,I,6,3,3.44,LULUS,TM
HS222,3.47,25200,100,N,P,I,3,5,3.44,LULUS,TM
BM223,3.3,21200,100,N,P,I,9,2,3.44,LULUS,TM
BM226,2.99,26700,100,N,P,I,2,2,3.44,LULUS,TM
AS234,3.44,18500,100,N,P,I,6,9,3.44,LULUS,TM
EH222,3.51,43000,100,N,P,I,4,7,3.44,LULUS,TS
AS201,3.26,43300,100,N,P,I,3,4,3.44,LULUS,TM
EH222,3.4,40170,100,N,L,I,5,9,3.44,LULUS,TS
AS201,3.3,56000,100,N,P,I,6,4,3.44,LULUS,TM
CS229,3.26,81200,100,N,P,I,2,3,3.44,LULUS,TM
AS201,3.57,16150,100,N,P,I,5,1,3.44,LULUS,TM
CS229,2.96,84000,100,N,P,I,6,3,3.44,LULUS,TM
MC221,3.34,23100,100,N,L,I,6,5,3.44,LULUS,TM
EC220,3.31,15200,100,N,P,I,6,8,3.44,LULUS,TM
CS226,3.14,68000,100,N,P,I,5,4,3.44,LULUS,TM
CS229,3.14,34600,100,N,P,I,3,4,3.44,LULUS,TM
CS229,3.03,86810,100,N,P,I,2,2,3.44,LULUS,TM
CS229,3.75,30000,100,N,P,I,8,7,3.44,LULUS,ANC
LW213,3.28,70400,100,N,P,I,5,5,3.44,LULUS,TS
BM230,3.09,31150,100,N,P,I,5,3,3.44,LULUS,TM
HS222,3.49,16020,100,N,P,I,5,3,3.44,LULUS,TS
BM222,3.46,43000,100,N,P,I,4,8,3.44,LULUS,TM
BM222,3.05,88300,801,N,P,I,4,3,3.44,LULUS,TM
BM230,2.8,85000,100,N,L,I,4,2,3.44,LULUS,TM
AS202,3.68,9100,100,N,P,I,5,3,3.44,LULUS,TS
CS227,3.47,23000,100,N,P,I,6,7,3.44,LULUS,TM
AS244,0,60000,100,N,P,I,3,9,3.44,GAGAL,MD
CS228,3.7,56100,100,N,P,I,6,3,3.44,LULUS,TM
AP224,3.29,68000,100,N,P,I,4,4,3.44,LULUS,TM
CS223,3.61,42000,100,N,L,I,3,4,3.44,LULUS,TM
EM220,3.42,53300,100,N,L,I,7,3,3.44,GAGAL,LU
CS249,0,75450,100,N,P,I,1,5,3.44,GAGAL,MD
CS228,2.78,47000,100,N,L,I,5,3,3.44,LULUS,TM
AS223,3.28,21700,100,N,P,I,7,4,3.44,LULUS,TM
AS202,0,15100,100,N,P,I,6,9,3.44,GAGAL,MD
AP225,3.05,42700,100,N,P,I,7,1,3.44,LULUS,TM
EH241,2.98,21700,100,N,P,I,3,2,3.44,GAGAL,GT
CS241,0,47000,100,N,L,I,7,4,3.44,GAGAL,MD
AD247,0,45400,100,N,L,I,4,3,3.44,GAGAL,MD
EE210,3.53,68000,100,N,P,I,3,0,3.44,LULUS,TS
BM222,3.42,75350,100,N,L,I,4,4,3.44,LULUS,TM
BM229,3.29,47000,100,N,P,I,5,4,3.44,LULUS,TM
EE242,0,75250,100,N,P,I,7,5,3.44,GAGAL,MD
CS222,2.9,56000,100,N,P,I,2,6,3.44,LULUS,TM
BM222,2.83,53100,100,N,L,I,6,3,3.44,LULUS,TM
AC220,2.6,40000,100,N,L,I,4,4,3.44,LULUS,TM
HS220,3.38,26060,100,N,P,I,2,2,3.44,LULUS,TS
HS222,3.4,16100,100,N,L,I,6,5,3.44,LULUS,TM
EM220,3.26,13200,100,N,L,I,3,5,3.44,LULUS,TM
HS220,0,68100,100,N,L,I,8,8,3.44,GAGAL,MD
EM220,0,43300,100,N,L,I,2,4,3.44,GAGAL,D1
HS225,3.37,28400,100,N,P,I,4,2,3.44,LULUS,TS
EC220,3.56,9100,100,N,L,I,5,5,3.44,LULUS,TS
BM230,3.11,47810,100,N,P,I,4,2,3.44,LULUS,TM
BM220,3.16,8100,100,N,P,I,8,2,3.44,LULUS,TM
HS222,3.51,43650,100,N,P,I,5,6,3.44,LULUS,TS
BM226,3.82,40000,300,N,P,I,3,3,3.44,LULUS,ANC
BM222,2.78,21700,100,N,P,I,5,2,3.44,LULUS,TM
BM230,3.19,81550,100,N,P,I,4,9,3.44,LULUS,TM
BM222,1.75,35800,100,N,P,I,2,1,3.44,GAGAL,D1
BM222,3.15,86800,100,N,P,I,1,3,3.44,LULUS,TM
BM222,2.05,48300,100,N,P,I,3,3,3.44,GAGAL,LU
BM222,3.05,6300,100,N,P,I,3,3,3.44,LULUS,TM
CS229,3.72,15100,100,N,P,I,6,5,3.44,LULUS,ANC
CS229,3.53,40000,100,N,P,I,3,6,3.44,LULUS,TM
EM220,3.42,2600,100,N,L,I,5,5,3.44,LULUS,TS
AS201,3.52,41200,100,N,P,I,3,8,3.44,LULUS,TM
AS201,3.04,6300,100,N,P,I,8,3,3.44,LULUS,TM
AS203,3.18,43000,100,N,P,I,6,4,3.44,LULUS,TM
AP224,3.18,17000,100,N,P,I,7,1,3.44,LULUS,TM
MC223,3.86,48300,100,N,P,I,1,0,3.44,LULUS,ANC
BM222,3.07,30020,100,N,L,I,5,7,3.44,LULUS,TM
AS232,3.12,26300,100,N,L,I,9,2,3.44,LULUS,TM
CS227,3.56,56000,100,N,P,I,3,3,3.44,LULUS,TM
BM226,2.99,27200,100,N,L,I,8,3,3.44,LULUS,TM
HM222,3.11,83500,700,N,P,I,3,2,3.44,LULUS,TM
AS225,2.83,96600,1004,N,P,K,5,2,3.44,LULUS,TS
CS230,3.5,81300,100,N,L,I,1,7,3.44,LULUS,TM
CS249,0,13700,100,N,P,I,4,4,3.44,GAGAL,MD
HM221,3.2,21200,100,N,P,I,9,4,3.45,LULUS,TM
AP213,2.74,18300,100,N,L,I,8,6,3.45,LULUS,TM
EH220,2.97,47620,100,N,L,I,5,9,3.45,LULUS,TM
BM222,3.58,70300,100,N,P,I,6,5,3.45,LULUS,TM
BM220,3.23,10470,100,N,P,I,5,4,3.45,LULUS,TM
AS202,3.04,75460,100,N,L,I,6,2,3.45,LULUS,TM
HS227,3.06,42100,100,N,P,I,5,1,3.45,LULUS,TS
EH223,3.42,43100,100,N,L,I,6,8,3.45,LULUS,TM
LW213,3.29,,100,N,P,I,2,6,3.45,LULUS,TM
AS226,2.88,87016,100,N,P,I,6,8,3.45,LULUS,TM
EC220,3.09,16100,100,N,P,I,9,2,3.45,LULUS,TM
EH223,3.52,13200,100,N,P,I,5,4,3.45,LULUS,TS
AS226,3.25,11700,100,N,P,I,3,4,3.45,LULUS,TM
AS225,3.19,43300,100,N,P,I,3,4,3.45,LULUS,TM
EC220,2.95,22000,100,N,L,I,5,7,3.45,LULUS,TM
LW213,3.31,,100,N,P,I,4,2,3.45,LULUS,TM
EM220,3.35,71050,100,N,L,I,4,5,3.45,LULUS,TS
EE221,3.05,25150,100,N,L,I,6,7,3.45,LULUS,TS
BM230,3.12,27310,100,N,L,I,7,3,3.45,LULUS,TM
HM221,3.26,46000,100,N,P,I,6,3,3.45,LULUS,TM
CS233,3.38,45300,100,N,P,I,7,1,3.45,LULUS,TS
AS201,3.25,54000,100,N,P,I,5,5,3.45,LULUS,TM
BM222,2.83,26400,100,N,L,I,2,4,3.45,LULUS,TM
CS249,,81300,100,N,L,I,2,2,3.45,GAGAL,MD
AS203,3.16,26050,100,N,P,I,5,3,3.45,LULUS,TM
AS225,3.3,15300,100,N,L,I,5,5,3.45,LULUS,TS
AC220,2.92,,100,N,P,I,8,5,3.45,LULUS,TM
PH210,2.98,,100,N,P,I,5,6,3.45,LULUS,TM
EH220,2.93,27010,100,N,P,I,5,3,3.45,LULUS,TM
EH223,2.7,25250,100,N,L,I,2,2,3.45,LULUS,TM
CS231,0,71800,100,N,L,I,6,4,3.45,GAGAL,MD
EH220,3.1,59200,100,N,P,I,8,5,3.45,LULUS,TM
BM222,3.19,18500,100,N,P,I,5,2,3.45,LULUS,TM
AS201,3.37,34200,100,N,L,I,9,7,3.45,LULUS,TM
BM229,3.5,54200,100,N,P,I,8,3,3.45,LULUS,TM
EM220,3.4,41200,100,N,P,I,9,5,3.45,LULUS,TM
BM222,3.1,83500,100,N,P,I,7,2,3.45,LULUS,TM
BM222,3.25,70400,100,N,P,I,8,4,3.45,LULUS,TM
BM222,3.01,83500,100,N,L,I,7,2,3.45,LULUS,TM
HS225,3.18,70300,100,N,P,I,7,4,3.45,LULUS,TM
BM222,3.35,43100,100,N,P,I,3,4,3.45,LULUS,TM
AS226,2.71,21600,100,N,L,I,3,1,3.45,LULUS,TM
EM220,3.08,75460,100,N,P,I,4,7,3.45,LULUS,TS
AS203,3.05,86400,100,N,L,I,5,3,3.45,LULUS,TM
AS225,3.54,21200,100,N,P,I,2,1,3.45,LULUS,TS
AS203,3.25,48100,100,N,P,I,2,2,3.45,LULUS,TM
AS203,3.02,81900,100,N,P,I,4,3,3.45,GAGAL,LU
CS222,2.71,5300,100,N,L,I,6,2,3.45,GAGAL,LU
CS229,3.31,5400,100,N,P,I,5,7,3.45,LULUS,TM
CS230,2.44,75250,100,N,L,I,6,3,3.45,GAGAL,D4
AS201,3.11,15100,100,N,P,I,6,2,3.45,LULUS,TM
EH223,3.5,43000,100,N,L,I,3,2,3.45,LULUS,TS
CS229,3.3,27600,100,N,P,I,1,2,3.45,LULUS,TM
MC221,3.57,42100,100,N,P,I,6,3,3.45,LULUS,TS
AS225,3.3,77300,100,N,L,I,2,4,3.45,LULUS,TS
CS230,3.26,14200,100,N,P,I,4,5,3.45,LULUS,TM
EM220,3.72,16250,100,N,L,I,4,4,3.45,LULUS,TS
HS222,3.42,27000,100,N,L,I,5,6,3.45,LULUS,TM
AC220,2.89,43100,100,N,P,I,2,2,3.45,LULUS,TM
AM228,3.26,35820,100,N,P,I,7,3,3.45,LULUS,TM
BM222,3.66,34400,100,N,P,I,7,2,3.45,LULUS,ANC
AS201,3.32,44000,100,N,P,I,7,6,3.45,LULUS,TM
EH220,3.04,81200,100,N,P,I,6,5,3.45,LULUS,TM
EM220,3.19,26400,100,N,L,I,2,3,3.45,LULUS,TS
AC220,2.95,35400,100,N,P,I,9,4,3.45,LULUS,TM
BM230,3.36,21000,100,N,P,I,7,4,3.45,LULUS,TM
HS220,3.18,34600,100,N,L,I,7,3,3.45,LULUS,TS
AS201,3.21,25740,100,N,P,I,4,2,3.45,LULUS,TM
EE250,3.08,21300,100,N,L,I,2,1,3.45,LULUS,TS
EH223,3.66,16800,100,N,P,I,5,4,3.45,LULUS,TS
MC222,3.45,48300,100,N,P,I,4,3,3.45,LULUS,TS
EM221,3.07,71300,100,N,L,I,3,3,3.45,LULUS,TM
AS201,3.08,26070,100,N,P,I,3,0,3.45,LULUS,TM
EH223,2.77,32200,100,N,L,I,4,3,3.45,LULUS,TM
EM220,3.07,47810,100,N,L,I,8,9,3.45,LULUS,TM
BM222,3.12,43900,100,N,P,I,6,7,3.45,LULUS,TM
EM221,2.27,46000,100,N,L,I,3,4,3.45,GAGAL,D4
